english,urdu
"Sorry. [Clattering] So, the bakers?",معاف کرنا۔ تو، نانبائیوں نے۔۔۔؟
- No! Don't you understand?,کیا تم سمجھتے نہیں؟
Till you reach the grave.,یہاں تک کہ تم قبروں میں جا پہنچے،
To see my wife and son,Parre میری بیوی اور بیٹے کو دیکھنے کے.
I want you to have equal to this one.,میں چاہتا ہوں تم یہ ایک کے برابر ہے.
All these are to serve as eye openers and as a lesson to every being who is prone to turn (to the Truth).,تاکہ رجوع لانے والے بندے ہدایت اور نصیحت حاصل کریں
They were attacked by Titan before reaching the wall,Titans کے وال تک پہنچنے سے پہلے تاکنا حملہ کیا گیا تھا
I am speaking with Paul Conroy.,میں پال کانرائے سے بات کر رہا ہوں
"The Messiah neither did disdain to be a servant of Allah nor do the angels who are stationed near to Him; and whoever disdains to serve Him, and waxes arrogant, Allah will certainly muster them all to Him.",مسیح نے کبھی اس بات کو عار نہیں سمجھا کہ وہ اللہ کا بندہ ہو، اور نہ مقرب ترین فرشتے اِس کو اپنے لیے عار سمجھتے ہیں اگر کوئی اللہ کی بندگی کو اپنے لیے عار سمجھتا ہے اور تکبر کرتا ہے تو ایک وقت آئے گا جب اللہ سب کو گھیر کر اپنے سامنے حاضر کرے گا
"And they believe in Allah and the Last Day and command that which is reputable and prohibit that which is disreputable, and vie with each other to virtues. And these are of the righteous.",اللہ اور پچھلے دن پر ایمان لاتے ہیں اور بھلائی کا حکم دیتے اور برائی سے منع کرتے ہیں اور نیک کاموں پر دوڑتے ہیں، اور یہ لوگ لائق ہیں،
"And when a Surah (chapter from the Quran) is revealed, enjoining them to believe in Allah and to strive hard and fight along with His Messenger, the wealthy among them ask your leave to exempt them (from Jihad) and say, ""Leave us (behind), we would be with those who sit (at home).""",اور جب کوئی سورت نازل ہوتی ہے کہ خدا پر ایمان لاؤ اور اس کے رسول کے ساتھ ہو کر لڑائی کرو تو جو ان میں دولت مند ہیں وہ تم سے اجازت طلب کرتے ہیں اور کہتے ہیں کہ ہمیں تو رہنے ہی دیجیئے کہ جو لوگ گھروں میں رہیں گے ہم بھی ان کے ساتھ رہیں
My 50 hours of community service meant cleaning a city I didn't care about.,کے بارے میں میں پرواہ نہیں ایک شہر کی صفائی کا مطلب کمیونٹی کی خدمت میری 50 گھنٹے
DAD IS HEADING TO NEVADA TOMORROW.,والد صاحب نیواڈا کل بڑھ رہا ہے.
I'm sorry for calling at this time.,اس وقت فون کرنے کے لئے کے وزٹرز کا ریکارڈ رکھا جائے گا. میرے متعلق معاف کرنا.
Microbloggers in China have been largely critical of this year's show.,جس وقت جشن کی تقاریب چل رہی تھیں تب اس پر گاہے بگاہے تبصرے آتے رہے۔
"Your Lord is the self-sufficient One, the merciful. If He wills, He can take you away and replace you by anyone He pleases, just as He raised you from the offspring of other people.",آپ کا پروردگار بے نیاز ہے، رحمت والا ہے، وہ اگر چاہے تو تم لوگوں کو لے جائے اور تمہاری جگہ تمہارے بعد جن کو چاہے لے آئے جس طرح اس نے تمہیں پیدا کیا اور لوگوں کی نسل سے۔
And the partners they ascribed will not be their intercessors – and they will deny their partners.,اور ان کے شرکائ میں کوئی سفارش کرنے والا نہ ہوگا اور یہ خود بھی اپنے شرکائ کا انکار کرنے والے ہوں گے
"Tell them, ""Roam the earth and see how He originated creation. Then God will bring into being your second life. God has power over all things.",آپ کہئے! کہ زمین میں چلو پھرو پھر (غور سے) دیکھو کہ اللہ نے کس طرح مخلوق کو پہلی بار پیدا کیا؟ پھر (اسی طرح) اللہ پچھلی بار بھی پیدا کرے گا۔ بےشک اللہ ہر چیز پر پوری قدرت رکھتا ہے۔
"Or like abundant rain from the cloud in which is utter darkness and thunder and lightning; they put their fingers into their ears because of the thunder peal, for fear of death, and Allah encompasses the unbelievers.",یا جیسے آسمان سے اترتا پانی کہ ان میں اندھیریاں ہیں اور گرج اور چمک اپنے کانوں میں انگلیاں ٹھونس رہے ہیں، کڑک کے سبب، موت کے ڈر سے اور اللہ کافروں کو، گھیرے ہوئے ہے -
"Citizens in Peshawar and Lahore have also created walls of kindness in their cities, too. In Peshawar, a group of people from the NGO Serve Mankind wrote:",پشاور میں، سرو مین کائینڈ نامی غیر سرکاری ادارے کے افراد نے لکھا:
We share the same goals,ہم ایک ہی مقاصد کی
"So this is the actual Fazal Sweets in Lahore wrt Google ad http://t.co/YS08rRAjoz — SM (@TheHumerus) November 13, 2013",تو یہ ہے اصل فضل سویٹس لاہور میں جسکا ذکر گوگل کے اشتہار میں ہوا (بشکریہ شیراز حسن)
"I make mistake. [Chuckles] Why are you doing this, Viktor?",مجھ سے غلطی ہو گئی۔ تم ایسا کیوں کر رہے ہو، وکٹر؟
"Reclining on beds, the inner coverings of which are of silk brocade; and the fruits of the two gardens shall be within reach.",(اہل جنت) ایسے بچھونوں پر جن کے استرا طلس کے ہیں تکیہ لگائے ہوئے ہوں گے۔ اور دونوں باغوں کے میوے قریب (جھک رہے) ہیں
Transfer of file %s complete,%sفائل ٹرانسفر مکمل
"Korah, the Pharaoh, and Haman were also destroyed. Moses had brought them illustrious miracles, but they were puffed-up with pride in the land and they could not defeat Us.",اور قارون اور فرعون اور ہامان کو بھی (ہلاک کر دیا) اور اُن کے پاس موسٰی کھلی نشانی لےکر آئے تو وہ ملک میں مغرور ہوگئے اور ہمارے قابو سے نکل جانے والے نہ تھے
"O Children of Israel, remember My favor that I have bestowed upon you and that I preferred you over the worlds.",اے بنی اسرائیل! میری وہ نعمت یاد کرو جس سے میں نے تمہیں نوازا تھا اور یہ کہ میں نے تمہیں دنیا جہاں کے لوگوں پر فضیلت دی۔
a recompense for all that they did.,بدلے اس کے جو وہ کیا کرتے تھے
Sorry about that. Thank you very much.,اس سب کیلئے معذرت۔ بہت بہت شکریہ۔
"who gave a little, and then stopped?",اور تھوڑا سا دیا اور سخت دل ہو گیا
"It will then be said to them, “Where are the partners you used to appoint?” –",پھر ان سے کہا جائے گا (آج) وہ کہاں ہیں جنہیں تم اللہ کو چھوڑ کر شریک مانتے تھے؟
"A thread which pierces through time, combines life ... From time out of mind, a call is heard which echoes in eternity. His name was destiny.",بہت زمانے پہلے، دور کہیں
"Well, we'd better be quick, then.",ٹھیک ہے، ہم بہتر فوری، تو ہو جائے گا.
"So, if thou art in doubt regarding what We have sent down to thee, ask those who recite the Book before thee. The truth has come to thee from thy Lord; so be not of the doubters,",اب اگر تجھے اُس ہدایت کی طرف سے کچھ بھی شک ہو جو ہم نے تجھ پر نازل کی ہے تو اُن لوگوں سے پوچھ لے جو پہلے سے کتاب پڑھ رہے ہیں فی الواقع یہ تیرے پاس حق ہی آیا ہے تیرے رب کی طرف سے، لہٰذا تو شک کرنے والوں میں سے نہ ہو
"He is Allah—there is no god except Him—Knower of the sensible and the Unseen, He is the All-beneficent, the All-merciful.",وہی اللہ ہے جس کے سوا کوئی معبود نہیں، پوشیدہ اور ظاہر کو جاننے والا ہے، وہی بے حد رحمت فرمانے والا نہایت مہربان ہے،
"Say: 'I am forbidden to worship whom you call upon instead of Allah' Say: 'I will not yield to your wishes, for then I should have strayed and should not be of those guided'",اے محمدؐ! اِن سے کہو کہ تم لوگ اللہ کے سوا جن دوسروں کو پکارتے ہو اُن کی بندگی کرنے سے مجھے منع کیا گیا ہے کہو، میں تمہاری خواہشات کی پیروی نہیں کروں گا، اگر میں نے ایسا کیا تو گمراہ ہو گیا، راہ راست پانے والوں میں سے نہ رہا
"O you who have faith! Indeed many of the scribes and monks wrongfully eat up the people’s wealth, and bar [them] from the way of Allah. Those who treasure up gold and silver, and do not spend it in the way of Allah, inform them of a painful punishment",اے ایمان والو! بہت سے عالم اور فقیر لوگوں کا مال ناحق کھاتے ہیں اور الله کی راہ سے روکتے ہیں اور جو لوگ سونا اورچاندی جمع کرتے ہیں اور اسے الله کی راہ میں خرچ نہیں کرتے انہیں دردناک عذاب کی خوشخبری سنا دیجیئے
"So We took him and his soldiers and cast them into the sea, and he was blameworthy.",پھر ہم نے اسے اور اس کے لشکروں کو پکڑ لیا پھر ہم نے انہیں سمند رمیں پھینک دیا اور اس نے کام ہی ملامت کا کیا تھا
"God and His angels bless the Prophet. O believers, do you also bless him, and pray him peace.",بیشک اللہ اور ا س کے (سب) فرشتے نبیِ (مکرمّ صلی اللہ علیہ وآلہ وسلم) پر درود بھیجتے رہتے ہیں، اے ایمان والو! تم (بھی) اُن پر درود بھیجا کرو اور خوب سلام بھیجا کرو،
But I've stalled long enough,لیکن میں کافی وقت تک رک گیا ہوں
"And that means you had to figure out where the pins had to be positioned, and then make a key.",میرے والد۔
"They said, “We have accepted faith in the Lord Of The Creation.”",کہاہم رب العالمین پر ایمان لائے
"With their hearts occupied (with evil things) those who do wrong, conceal their private counsels, (saying): ""Is this (Muhammad SAW) more than a human being like you? Will you submit to magic while you see it?""",ان کے دل غفلت میں پڑے ہوئے ہیں اور ظالم لوگ (آپس میں) چپکے چپکے باتیں کرتے ہیں کہ یہ (شخص کچھ بھی) نہیں مگر تمہارے جیسا آدمی ہے۔ تو تم آنکھوں دیکھتے جادو (کی لپیٹ) میں کیوں آتے ہو
"Of course, being against.",شاید لڑائی.
"Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.",تم سب کی خلقت اور تم سب کا دوبارہ زندہ کرنا سب ایک ہی آدمی جیسا ہے اور اللہ یقینا سب کچھ سننے والا اور دیکھنے والا ہے
You follow your religion and I follow mine.,تم اپنے دین پر میں اپنے دین پر
"Thus, indeed, those who deny the signs of God turn away from Him.",اسی طرح وه لوگ بھی پھیرے جاتے رہے جو اللہ کی آیتوں کا انکار کرتے تھے
An orphan of near relationship,یتیم رشتہ دار کو
"But when the truth came to them from Us, they said, ""Why was he not given like that which was given to Moses?"" Did they not disbelieve in that which was given to Moses before? They said, ""[They are but] two works of magic supporting each other, and indeed we are, in both, disbelievers.""",پھر جب ان کے پاس ہمارے حضور سے حق آپہنچا (تو) وہ کہنے لگے کہ اس (رسول) کو ان (نشانیوں) جیسی (نشانیاں) کیوں نہیں دی گئیں جو موسٰی (علیہ السلام) کو دی گئیں تھیں؟ کیا انہوں نے ان (نشانیوں) کا انکار نہیں کیا تھا جو اس سے پہلے موسٰی (علیہ السلام) کو دی گئی تھیں؟ وہ کہنے لگے کہ دونوں (قرآن اور تورات) جادو ہیں (جو) ایک دوسرے کی تائید و موافقت کرتے ہیں، اور انہوں نے کہا کہ ہم (ان) سب کے منکر ہیں،
"He said: Hast come to drive us out from our land by thy magic, O Moses?","کہنے لگا ""اے موسیٰؑ، کیا تو ہمارے پاس اس لیے آیا ہے کہ اپنے جادو کے زور سے ہم کو ہمارے ملک سے نکال باہر کرے؟"
"But they denied him, and the dreadful earthquake took them, and morning found them prostrate in their dwelling place.",تو انہوں نے شعیب (علیہ السلام) کو جھٹلا ڈالا پس انہیں (بھی) زلزلہ (کے عذاب) نے آپکڑا، سو انہوں نے صبح اس حال میں کی کہ اپنے گھروں میں اوندھے منہ (مُردہ) پڑے تھے،
"Those who do not believe in it would hasten it on, and those who believe are in fear from it, and they know that it is the truth. Now most surely those who dispute obstinately concerning the hour are in a great error.",اس کی جلدی تووہی کرتے ہیں جو اس پر ایمان نہیں رکھتے اور جو ایمان رکھتے ہیں وہ اس سے ڈر رہے ہیں اور جانتے ہیں کہ وہ برحق ہے خبردار بے شک جو لوگ قیامت کے بارہ میں جھگڑا کرتے ہیں وہ پرلے درجے کی گمراہی میں ہیں
Nothing. I've done nothing else.,کچھ نہيں ۔ کچھ بھی نہیں کر سکی ۔
- I can't... Are you close?,نہیں کر سکتا، کیا تم لوگ نزدیک ہو؟
"So his fruits were encircled (with ruin). And he remained clapping his hands with sorrow over what he had spent upon it, while it was all destroyed on its trellises, he could only say: ""Would I had ascribed no partners to my Lord!"" [Tafsir Ibn Kathir]",اور (اس تکبّر کے باعث) اس کے (سارے) پھل (تباہی میں) گھیر لئے گئے تو صبح کو وہ اس پونجی پر جو اس نے اس (باغ کے لگانے) میں خرچ کی تھی کفِ افسوس ملتا رہ گیا اور وہ باغ اپنے چھپروں پر گرا پڑا تھا اور وہ (سراپا حسرت و یاس بن کر) کہہ رہا تھا: ہائے کاش! میں نے اپنے رب کے ساتھ کسی کو شریک نہ ٹھہرایا ہوتا (اور اپنے اوپر گھمنڈ نہ کیا ہوتا)،
- [Amelia] You don't have to explain.,-[امیلیہ] تمہیں کچھ کہنے کی ضرورت نہیں ہے۔
"- We got it right, man!",ہم کیا گیا ہے، یار! آخر میں!
"Then he inspected the birds, and said, “Why do I not see the hoopoe? Or is he among the absentees?",انہوں نے جانوروں کا جائزہ لیا تو کہنے لگے کیا سبب ہے کہ ہُدہُد نظر نہیں آتا۔ کیا کہیں غائب ہوگیا ہے؟
- Mr. know something and I'm sure of it.,- مسٹر تم کچھ جانتے ہیں اور مجھے اس کا یقین ہے.
"WHEN THE SKY is split asunder,",اور جب آسمان پھٹ جائے گا۔
"[It will be said], ""This is what you were promised - for every returner [to Allah] and keeper [of His covenant]",یہی ہے جس کا تم سے وعدہ کیا جاتا تھا ہر رجوع کرنے والے اور حفاظت کرنے والے کے لیے
"The true religion with Allah is Islam. The People of the Book adopted many different ways rather than follow the true way of Islam even after the knowledge of truth had reached them, and this merely to commit excesses against one another. Let him who refuses to follow the ordinances and directives of Allah know that Allah is swift in His reckoning.",بیشک اللہ کے یہاں اسلام ہی دین ہے اور پھوٹ میں نہ پڑے کتابی مگر اس کے کہ انہیں علم آچکا اپنے دلو ں کی جلن سے اور جو اللہ کی آیتوں کا منکر ہو تو بیشک اللہ جلد حساب لینے والا ہے،
It is He Who has made for you the stars that you may follow the right direction in the darkness of the land and the sea. We have indeed spelled out signs for the people who have knowledge.,اور وہ وہی ہے جس نے تمہارے لئے ستارے بنائے تاکہ تم ان کے ذریعہ سے خشکی اور تری کے اندھیروں میں راہنمائی حاصل کرو۔ بے شک ہم نے علم رکھنے والوں کے لئے دلائل کھول کر بیان کر دیے ہیں۔
And landmarks; and they are guided by the star.,اور علامات معین کردیں اور لوگ ستاروں سے بھی راستے دریافت کرلیتے ہیں
"On the day when it cometh no soul will speak except by His permission; some among them will be wretched, (others) glad.",جب وہ دن آئے گا کوئی بے حکم خدا بات نہ کرے گا تو ان میں کوئی بدبخت ہے اور کوئی خوش نصیب
Maybe she`s got a friend.,شاید وہ ایک دوست مل گیا ہے.
"When they are thrown into it, they hear from it a [dreadful] inhaling while it boils up.",جب اس میں ڈالے جائیں گے تو اس کے شور کی آواز سنیں گے اور وہ جوش مارتی ہوگی
"We all come at this, through the filter of our own past experiences.",ہم میں سے ہر کسی کو ایسے نازک صورت حال سے گزرنا پڑتا ہے
And have placed therein firm and tall mountains and given you to drink of water fresh,ہم نے اس پر بلند و مضبوط پہاڑ رکھ دئیے اور ہم نے تمہیں (شیریں چشموں کے ذریعے) میٹھا پانی پلایا،
You shall then become three groups.,اور تم تین گروہ ہوجاؤ گے
And who pay the (obligatory) charity.,اور زکوِ ادا کرنے والے ہیں
"Say, [O Muhammad], ""On the Day of Conquest the belief of those who had disbelieved will not benefit them, nor will they be reprieved.""",آپ کہئے کہ فتح (فیصلہ) والے دن کافروں کو ان کا ایمان لانا کوئی فائدہ نہ دے گا اور نہ ہی انہیں مہلت دی جائے گی۔
"And We will either let you see part of what We threaten them with or cause you to die, for only the delivery of the message is (incumbent) on you, while calling (them) to account is Our (business).",ان سے کیے ہوئے وعدوں میں سے کوئی اگر ہم آپ کو دکھا دیں یا آپ کو ہم فوت کر لیں تو آپ پر تو صرف پہنچا دینا ہی ہے۔ حساب تو ہمارے ذمہ ہی ہے
"Turning towards Him—and be conscious of Him, and perform the prayer, and do not be of the idolaters.",(تم اپنا رخ اسلام کی طرف رکھو) اللہ کی طرف رجوع کرتے ہوئے اور اس سے ڈرو اور نماز قائم کرو اور (ان) مشرکین میں سے نہ ہو جاؤ۔
"Definitely, yeah. All right, a guy called Abu Ahmed, from Kuwait.",تم کویت میں کسی ابو احمد نام کے کسی شخص کو جانتے ہو
And at the earth—how it is spread out?,اور زمین کو کس طرح بچھایا گیا ہے
What! has He taken daughters to Himself of what He Himself creates and chosen you to have sons?,کیا اس نے اپنے لیے اپنی مخلوق میں سے بیٹیاں لیں اور تمہیں بیٹوں کے ساتھ خاص کیا
I... I can't go out... with you.,میں۔۔۔ میں آپکے ساتھ باہر نہیں جا سکتا۔
"I'm really, really scared, dad!",میں واقعی ہوں، واقعی ڈر، والد صاحب!
@lopezraulh : Yesterday at work we celebrated Inti Raymi.,opezraulhI: کل ہم نے دفتر میں انٹی ریمی منایا، اپچٹا (پتھر کے ٹیلہ)کے ساتھ ہم نے خاص طور پرنذرانہ پیش کیا.
"So, if there are three females, there ought to be three males.",اور اگر وہاں پر تین عورتيں ہیں تو تین مرد بھی ہونے چاہیں
The boy who gave me this ...,مجھے یہ دیا بچے...
- You're welcome. Appreciate it.,- السلام و علیکم
What is the root cause?,یہ ایسے ہی ہے کہ جیسے سادہ پانی کو شراب میں بدل دیا جائے۔
"If you die or are slain, you will surely be mustered toward Allah.",اور اگر تم مرو یا مارے جاؤ تو اللہ کی طرف اٹھنا ہے
"And in it We created livelihoods for you, and for those for whom you are not the providers.",اوراس میں تمہارے لیے روزی کے اسباب بنا دیئے اوران کے لیے بھی جنہیں تم روزی دینے والے نہیں ہو
"Had these (idols, etc.) been aliha (gods), they would not have entered there (Hell), and all of them will abide therein.","اگر یہ واقعی خدا ہوتے تو وہاں نہ جاتے اب سب کو ہمیشہ اسی میں رہنا ہے"""
"But, if he is of those who belied, and went astray,",اور اگر وہ جھٹلانے والے گمراہوں میں سے ہے
- We do. - What about me?,ہے میرا کیا ہوگا؟
"If the right is theirs, they would have hastened to him obediently.",اور اگر انہیں حق پہنچتا ہو تو اس کی طرف گردن جھکائے آتے ہیں
Then he set out on another expedition,پھر اس نے ایک ساز و سامان تیار کیا
"A Book revealed to you-- so let there be no straitness in your breast on account of it-- that you may warn thereby, and a reminder close to the believers.",(اے حبیبِ مکرّم!) یہ کتاب ہے (جو) آپ کی طرف اتاری گئی ہے سو آپ کے سینۂ (انور) میں اس (کی تبلیغ پر کفار کے انکار و تکذیب کے خیال) سے کوئی تنگی نہ ہو (یہ تو اتاری ہی اس لئے گئی ہے) کہ آپ اس کے ذریعے (منکرین کو) ڈر سنا سکیں اور یہ مومنین کے لئے نصیحت (ہے)،
This is that which ye were promised: for every oft- returning heedful one.,یہ ہے جس کا تم سے وعده کیا جاتا تھا ہر اس شخص کے لئے جو رجوع کرنے واﻻ اور پابندی کرنے واﻻ ہو
"Indeed, We have opened for you (Prophet Muhammad) a clear opening,",بیشک ہم نے تمہارے لیے روشن فتح دی
"Recent spate of terrorist attks highly condemnable.Our heart goes out to aggrieved brothers/sisters,we stand with them at time of grief-1/3 — AsimBajwaISPR (@AsimBajwaISPR) February 18, 2015",حالیہ دہشتگردی کی لہر انتہائی قابل مذمت ہے، ہم اس غم کی گھڑی میں اپنے دکھی بھائیوں اور بہنوں کے ساتھ ہیں۔
WE'VE GOT SIGNALS COMING IN FROM SEVENTEEN MONITORS.,ہم سگنل سترہ مانیٹر سے میں آنے ہے.
"(Jesus had said): ""Indeed Allah is my Lord and your Lord, so serve Him alone. This is the Straight Way.""",اور بے شک الله تعالیٰ میرا اور تمہارا رب ہے سواسی کی عبادت کرو یہ سیدھا راستہ ہے
They facilitated all sorts of things.,اسی لئے میں نے ساری زندگی ہوٹلوں میں گزار دی اور ہر وقت اپنا چھوٹا سا سفری بیگ تیار رکھتی ہوں۔
"""Who would despair of the mercy of his Lord,"" he answered, ""but those who go astray.""",ابراہیم (علیہ السلام) نے کہا: اپنے رب کی رحمت سے گمراہوں کے سوا اور کون مایوس ہو سکتا ہے،
Your full of shit. Now get down on your knees.,ہے.
"The Pharaoh shouted to his people, ""My people, is the kingdom of Egypt not mine? and can you not see that the streams flow from beneath my palace?",اور فرعون نے اپنی قوم سے پکار کر کہا اے قوم کیا یہ ملک مصر میرا نہیں ہے اور کیا یہ نہریں جو میرے قدموں کے نیچے جاری ہیں یہ سب میری نہیں ہیں پھر تمہیں کیوں نظر نہیں آرہا ہے
"[ RUMBLING, EXPLOSION ] [ PEOPLE SCREAMING ] GET OUT OF MY WAY!",[چللا لوگوں [، دھماکے چیخ] باہر اپنے راستے جاؤ!
You and Tommy are training together?,آپ اور ٹومی ایک ساتھ تربیت کر رہے ہیں؟
"Those who spend (benevolently) in ease as well as in straitness, and those who restrain (their) anger and pardon men; and Allah loves the doers of good (to others).",یہ وہ لوگ ہیں جو فراخی اور تنگی (دونوں حالتوں) میں خرچ کرتے ہیں اور غصہ ضبط کرنے والے ہیں اور لوگوں سے (ان کی غلطیوں پر) درگزر کرنے والے ہیں، اور اللہ احسان کرنے والوں سے محبت فرماتا ہے،
"To make matters worse, under successive Karachi governments, land and other resources have been prey to the greed of those in power.",یہ شہر وفاق اور سندھ کے بجٹ کا ۶۰ فیصد حصہ فراہم کرتا ہے، لیکن زر کا بہت معمولی سا حصہ شہر میں دوبارہ خرچ کیا جاتا ہے۔
"Well, they never tell you why.",ویسے، وہ آپ کو بتا کبھی نہیں.
"They say: ""Why does he not bring us a sign (proof) from his Lord?"" Has there not come to them the proof of that which is (written) in the former papers [Scriptures, i.e. the Taurat (Torah), and the Injeel (Gospel), etc. about the coming of the Prophet Muhammad SAW].",انہوں نے کہا کہ یہ نبی ہمارے پاس اپنے پروردگار کی طرف سے کوئی نشانی کیوں نہیں ﻻیا؟ کیا ان کے پاس اگلی کتابوں کی واضح دلیل نہیں پہنچی؟
Carrying bowls and pitchers – and cups filled with wine flowing before them.,لبریز پیالے کنٹر اور ساغر لیے دوڑتے پھرتے ہونگے
TO GET ALL HER STUFF MOVED IN WITHOUT ME IN THE WAY.,اور یہ آپ ماں ایک موقع دونگا.
"But if one wants to place a Dagger in the Sandglass, and pressed the jewel button at the same time?",لیکن اگر کوئی چاہے کہ خنجر کو ریت گھڑی میں رکھتے ہی ہیرے والا بٹن دبا دے تو؟ ۔
"And they have thereof no knowledge. They follow not except assumption, and indeed, assumption avails not against the truth at all.",حالانکہ اس معاملہ کا کوئی علم انہیں حاصل نہیں ہے، وہ محض گمان کی پیروی کر رہے ہیں، اور گمان حق کی جگہ کچھ بھی کام نہیں دے سکتا
"We have brought to you the truth, but most of you despise the truth.","ہم تمہارے پاس حق لے کر آئے تھے مگر تم میں سے اکثر کو حق ہی ناگوار تھا"""
The committee is composed of three men and seven women.,کمیٹی میں تین مرد اور سات عورتیں ہیں۔
"Mangrove swamps, sand gnats, which ate you all night, and just left us...",- انتظار! - قیام کا لطف اٹھایئں۔ آگے۔
"O you who believe! if an evil-doer comes to you with a report, look carefully into it, lest you harm a people in ignorance, then be sorry for what you have done.",اے ایمان والو اگر کوئی فاسق تمہارے پاس کوئی خبر لائے تو تحقیق کرلو کہ کہیں کسی قوم کو بے جانے ایذا نہ دے بیٹھو پھر اپنے کیے پر پچھتاتے رہ جاؤ،
"- ""Yes"", ""no"", ""goodbye"" ...","- ""جی ہاں"" ""نہیں""، ""الوداع"" ..."
"And the people of Paradise said to the people of hell, “We have surely received what our Lord had truly promised us – so have you also received what your Lord had truly promised?” They said, “Yes”; and an announcer between them proclaimed, “The curse of Allah is upon the unjust.” –",اور اہلِ جنت دوزخ والوں کو پکار کر کہیں گے: ہم نے تو واقعتاً اسے سچّا پالیا جو وعدہ ہمارے رب نے ہم سے فرمایا تھا، سو کیا تم نے (بھی) اسے سچّا پایا جو وعدہ تمہارے ربّ نے (تم سے) کیا تھا؟ وہ کہیں گے: ہاں۔ پھر ان کے درمیان ایک آواز دینے والا آواز دے گا کہ ظالموں پر اﷲ کی لعنت ہے،
"Destination folder ""%s"" does not exist. Do you want to create it?","سمت فولڈر ""%s"" موجود نہیں ہے. کیا آپ اسے بنانا چاہتے ہیں؟"
Give to the hypocrites the tidings that there is for them a painful torment.,اور جو منافق اہل ایمان کو چھوڑ کر کافروں کو اپنا رفیق بناتے ہیں انہیں یہ مثردہ سنا دو کہ اُن کے لیے دردناک سزا تیار ہے
But I am authorized to discuss the preliminary name of the party.,لیکن میں اختیار کر رہا ہوں ابتدائی پارٹی کی جانب سے بات چیت.
"And they say, “Tales of the ancients; he wrote them down; they are dictated to him morning and evening.”",اور کہتے ہیں کہ یہ پہلے لوگوں کی کہانیاں ہیں جس کو اس نے لکھ رکھا ہے اور وہ صبح وشام اس کو پڑھ پڑھ کر سنائی جاتی ہیں
AND DON'T SAY ANOTHER WORD.,اور ایک لفظ نہ کہو.
"The war is over. ... the right-wing military coup that ousted President Vagobagin... [all sing the Krakozhian National Anthem in Bulgarian] All right, everybody.",جنگ ختم ہو گئی۔ ٹھیک ہے، سب لوگ اپنا اپنا جام بلند کرو۔
YOU EVER THINK ABOUT WHAT OUR LIFE WOULD BE LIKE,جھٹکوں CONTINUE ہم LOST MALLORY نہ ہوتا تو
"And those of you who die and leave wives behind, (make) a bequest in favor of their wives of maintenance for a year without turning (them) out, then if they themselves go away, there is no blame on you for what they do of lawful deeds by themselves, and Allah is Mighty, Wise.",اور جو تم میں مریں اور بیبیاں چھوڑ جائیں، وہ اپنی عورتوں کے لئے وصیت کرجائیں سال بھر تک نان نفقہ دینے کی بے نکالے پھر اگر وہ خود نکل جائیں تو تم پر اس کا مؤاخذہ نہیں جو انہوں نے اپنے معاملہ میں مناسب طور پر کیا، اور اللہ غالب حکمت والا ہے،
We will resume tomorrow.,ہم کل دوبارہ شروع کریں گے.
"And on that day they will fall humbly before Allah, and they will lose all that they used to fabricate.",اور اس دن اللہ کی طرف عاجزی سے گریں گے اور ان سے گم ہوجائیں گی جو بناوٹیں کرتے تھے، ف۱۹۹)
And let him share my task,اور اسے میرے کام میں شریک کر
"“Those who spread turmoil in the earth, and do no reform.”",جو زمین میں فساد پھیلاتے ہیں اور اصلاح نہیں کرتے۔
"Is he like unto him who resteth upon an evidence from His Lord, so and there rehearseth it a witness from Him And before it was the Book of Musa, a pattern and a mercy; these believe therein; and whosoever of the sects disbelieveth therein, the Fire is his promised place. Be then thou not in dubitation thereof, verily it is the truth from thy Lord, yet most of the mankind believe not.",تو کیا وہ جو اپنے رب کی طرف سے روشن دلیل پر ہو اور اس پر اللہ کی طرف سے گواہ آئے اور اس سے پہلے موسیٰ کی کتاب پیشوا اور رحمت وہ اس پر ایمان لاتے ہیں، اور جو اس کا منکر ہو سارے گروہوں میں تو آگ اس کا وعدہ ہے تو اے سننے والے! تجھے کچھ اس میں شک نہ ہو، بیشک وہ حق ہے تیرے رب کی طرف سے لیکن بہت آدمی ایمان نہیں رکھتے،
- Mark White. - Who was Mark White?,مارک وائیٹ مارک وائیٹ کون ہے؟
It can be caused by a predisposition to other substances.,کئی محرکات موجود ہیں
"Pakistan’s Shia population At 30 million, Pakistan has the second largest Shia population in the world after Iran, according to scholar and researcher Vali Nasr.",""" پاکستان میں شیعہ آبادی"
"They said: 'O Hud! You have not brought to us any clear evidence, and we are not going to forsake our gods merely because you say so. We are not going to believe you.",انہوں نے کہا اے ہود! تو ہمارے پاس کوئی دلیل تو ﻻیا نہیں اور ہم صرف تیرے کہنے سے اپنے معبودوں کو چھوڑنے والے نہیں اور نہ ہم تجھ پر ایمان ﻻنے والے ہیں
"But if they desist, then Allah is indeed all-forgiving, all-merciful.",پھر اگر وہ لوگ باز آجائیں تو یقینا اللہ بڑا بخشنے والا اور بڑا رحم کرنے والا ہے۔
So? Little fooling around wouldn't hurt you.,تو کیا ہوا تھوڑا پیار وغیرہ میں کیا برائی ہے ۔
This is the Day of Decision which you belied.,(ہاں) یہ وہی فیصلہ کا دن ہے جسے تم جھٹلایا کرتے تھے۔
