english,urdu
pakistan railways ki sarkari website ke mutabiq mebal railway station ka code MBX he,پاکستان ریلویز کی سرکاری ویب سائٹ کے مطابق میبل ریلوے اسٹیشن کا کوڈ MBX ہے
apne purkhon ki warasat ko sambhalo warna,اپنے پرکھوں کی وراثت کـو سنبـھالـو ورنہ
ab ghor kiya jaye to ye baat ayan hoti he ke bayen janib ka groh asl main aik aisa groh he ke jis ke ajza ya awamil mustaqil rehte,اب غور کیا جائے تو یہ بات عیاں ہوتی ہے کہ بائیں جانب کا گروہ اصل میں ایک ایسا گروہ ہے کہ جس کے اجزاء یا عوامل مستقل رہتے
aur nah hi is cheez neh kasrat tasneef wa taleef se roka.,اور نہ ہی اس چیز نے کثرت تصنیف و تالیف سے روکا۔
ye dalriyasat raha he.,یہ دالریاست رہا ہے۔
"jaabajaa ladaiyaan aur fasadaat barpa the, waasit mein Ibn Habirah ko maghloob karna aasaan na tha edhar Marwaan Bin Mohammad",جابجا لڑائیاں اور فسادات برپا تھے، واسط میں ابن ہبیرہ کومغلوب کرنا آسان نہ تھا ادھر مروان بن محمد
"mazeed Muslim riwaayat ky mutaabiq Ayub Jannat mein ""sabr karne waalon"" ke sardaar hon ge.",مزید مسلم روایات کے مطابق ایوب جنت میں ”صبر کرنے والوں “ کے سردار ہوں گے۔
naye kirdaar hain hum log agli daastanon ke,نئے کردار ہیں ہم لوگ اگلی داستانوں کے
kuch adadi nizamon mein 2661 se bara ya ziyada aur 2663 se chhota ya kam hota hai.,کچھ عددی نظاموں میں 2661 سے بڑا یا زیادہ اور 2663 سے چھوٹا یا کم ہوتا ہے۔
lekin Anees sau isi ki dahai ke baad matawazi ya haqeeqi cinema ka daur khatam ho gaya,لیکن انیس سو اسی کی دہائی کے بعد متوازی یا حقیقی سنیما کا دور ختم ہو گیا
Ghazwah Badar mein shaamil Musalmanon ne jis quwwate imaani ka muzaahira kiya is ka andaaza is,غزوہ بدر میں شامل مسلمانوں نے جس قوت ایمانی کا مظاہرہ کیا اس کا اندازہ اس
qaatilon ka iiqaan hota hai ke in ki shanaakht khandan ke naam wa shohrat se judi hai.,قاتلوں کا ایقان ہوتا ہے کہ ان کی شناخت خاندان کے نام و شہرت سے جڑی ہے۔
is ilaqe main bade paimane par angooron ki kasht bhi faide mand he.,اس علاقے میں بڑے پیمانے پر انگوروں کی کاشت بھی فائدے مند ہے۔
1942 mein aligadh muslim university se BA karne ke baad Agha Iftekhar Hussain ne british indian army mein bataur commission'd officer shamuliyat ikhteyaar karli.,1942ء میں علی گڑھ مسلم یونیورسٹی سے بی اے کرنے کے بعد آغا افتخار حسین نے برٹش انڈین آرمی میں بطور کمیشنڈ آفیسر شمولیت اختیار کرلی۔
"ye ham sab ko aur un logon ko jinhein daawat dee jaati hai khatraat mein mubtala kar de ga, Abu Daud",یہ ہم سب کواور اُن لوگوں کوجنھیں دعوت دیجاتی ہے خطرات میں مبتلا کر دے گا، ابوداؤد
yeh yapeeti ke junoob maghrib mein 230 kilometer (143 mel) ke faaslay par waqay hai.,یہ پاپیٹی کے جنوب مغرب میں 230 کلومیٹر (143 میل) کے فاصلے پر واقع ہے۔
hindi film sholay ke vilon gabbar singh se mutaasir ho kar apna naam gabbar singh rakh laita hai.,ہندی فلم شعلے کے ولن گبر سنگھ سے متاثر ہو کر اپنا نام گبر سنگھ رکھ لیتا ہے۔
ne tamaam naqba ko jama kar ke kaha ki aan-Hazrat Sallallahu alaihi wasallam ko Khudaye Taala ne awwaleen,نے تمام نقبا کوجمع کرکے کہا کہ آنحضرت صلی اللہ علیہ وسلم کو خدائے تعالیٰ نے اولین
dayanand ne maharaja ko ladki ko aur tamam ghair akhlaqi kamon ko chhodne aur aik sachche aarya ki tarah dharam par amal karne ko kaha.,دیانند نے مہاراجا کو لڑکی کو اور تمام غیر اخلاقی کاموں کو چھوڑنے اور ایک سچے آریہ کی طرح دھرم پر عمل کرنے کو کہا۔
baar unhein kah raha tha ki wo is raqs mein aankhon aur chehre ke taassuraat ko bhi le kar aayein.,بار انہیں کہہ رہا تھا کہ وہ اس رقص میں آنکھوں اور چہرے کے تاثرات کو بھی لے کر آئیں۔
imam baargaah shah najaf pakistan ke shahar karachi ki aik qadeemi aur maroof imam baargaah hai.,امام بارگاہ شاہ نجف پاکستان کے شہر کراچی کی ایک قدیمی اور معروف امام بارگاہ ہے۔
Allah taala ney quran pak mein sau mominon ko hazaar kafiroon par fatah ki basharat di.,اللہ تعالٰی نے قرآن پاک میں سو مومنوں کو ہزار کافروں پر فتح کی بشارت دی۔
ab tak ka sab se bada lisaani giroh Hun hai.,اب تک کا سب سے بڑا لسانی گروہ ہن ہے۔
mein hamaara nizaame shamsi maujood hai (jaadah sher) wo is qadar badi hai ki us ke,میں ہمارا نظام شمسی موجود ہے (جادہ شیر) وہ اس قدر بڑی ہے کہ اس کے
Fehrist Texas ke dariya,فہرست ٹیکساس کے دریا
"Agha Iftekhar Husain 17 April, 1921 ko Delhi, bartaanvi Hindustan mein paida huye.",آغا افتخار حسین 17 اپریل، 1921ء کو دہلی، برطانوی ہندوستان میں پیدا ہوئے۔
mazeed baraan is nazaam mein saiyarchon ki patti ya aik kaipeer patti ki tarah patti bhi ho sakti hai.,مزید براں اس نظام میں سیارچوں کی پٹی یا ایک کائپیر پٹی کی طرح پٹی بھی ہوسکتی ہے۔
sikh mat ke daswen guru gobind singh ne 30 march 1699AD ko anand pur sahab main khalsa panth ki bunyad rakhi.,سکھ مت کے دسویں گرو گوبند سنگھ نے 30 مارچ 1699ء کو آنند پور صاحب میں خالصہ پنتھ کی بنیاد رکھی۔
allahu alyhi wa aalihi wasallam ke deen par nahi he hatta ke wo tauba karle.,اللہ علیہ و آلہ وسلم کے دین پر نہیں ہے حتیٰ کہ وہ توبہ کرلے۔
jammun sheher ke baad ye pakistan main panjab ke daryae chinab main shamil ho jata he.,جموں شہر کے بعد یہ پاکستان میں پنجاب کے دریائے چناب میں شامل ہو جاتا ہے۔
6) baktar band division mae aik baktar band brigade.,6)بکتر بند ڈویزن معہ ایک بکتر بند برگیڈ۔
fehrist Shumaali Ireland ke dariya,فہرست شمالی آئرلینڈ کے دریا
"ka chaiman banaya gaya, unhon ney 1973 mein doyche veley voice of Germany mein pashto service mein bataur announcer aur editor khidmaat injaam",کا چیرمین بنایا گیا، انہوں نے 1973ء میں ڈوئچے ویلے وائس آف جرمنی میں پشتو سروس میں بطور اناونسر اور ایڈیٹر خدمات انجام
is nazariye ke mutaabiq heyatiyaati ijsaam apni baqa ke liye khud ko maahaul ke mutaabiq tabdeel kar lete hain.,اس نظریے کے مطابق حیاتی اجسام اپنی بقا کے لیے خود کو ماحول کے مطابق تبدیل کر لیتے ہیں۔
rahe hon to us mahfil mein shareek tamaam log aik hi giroh samjhe jaayenge.,رہے ہوں تو اس محفل میں شریک تمام لوگ ایک ہی گروہ سمجھے جائیں گے۔
is ke mutaabiq jab Aap sallallahu alaihi wa aalihi wasallam Surah al-Najam kee aayaat kee tilaawat kar rahe the to un ke kaan mein shaitaan ne ye shaitaani aayaat,اس کے مطابق جب آپ صلی الله علیہ وسلم سورہ النجم کی آیات کی تلاوت کر رہے تھے تو ان کے کان میں شیطان نے یہ شیطانی آیات
roman ketholik kalisa ka sab se bada padri jise yasoo maseeh ke rasoole muqaddas patras ka silsile war janashin samjha jata he.,رومن کیتھولک کلیسیا کا سب سے بڑا پادری جسے یسوع مسیح کے رسول مقدس پطرس کا سلسلہ وار جانشین سمجھا جاتا ہے۔
se pehlay ghazal go shayron ke baray mein tahaqeeq nah ho saki thi aur azad ko yeh baat qatee maloom nah,سے پہلے غزل گو شاعروں کے بارے میں تحقیق نہ ہو سکی تھیاورآزاد کو یہ بات قطعی معلوم نہ
1972 mein ilaqa ke naam tabdeel kar ke Papua New Guinea aur ye ek aazaad mulk Papua New Guinea ban gaya.,1972ء میں علاقہ کے نام تبدیل کر کے پاپوا نیو گنی اور یہ ایک آزاد ملک پاپوا نیو گنی بن گیا۔
is pul ke qareeb Lawrence ne aasaar-e-qadeema ke nigraan aala ka roop dhaar kar khudai shuroo karwa,اس پل کے قریب لارنس نے آثار قدیمہ کے نگران اعلیٰ کا روپ دھار کر کھدائی شروع کروا
iskandriya misr ka aik shehar hai.,اسکندریہ مصر کا ایک شہر ہے۔
shahenshah ne cheng ping ki shaadi is ke waalid ki khawahish per Zehu Shayaan ke saath karwa di.,شہنشاہ نے چینگ پنگ کی شادی اس کے والد کی خواہش پر زہو شیان کے ساتھ کروا دی۔
"Tune.pk ke videos jat manzil tee aah poonchiyah . Aarif lohar'', 2014 main qaim, ham'' .liye aasan, muft, badihi, aur jame tajziyah faraham karte hen",جٹ منزیل تیی آہ پونچیہ - عارف لوہار، 2014 میں قائم، ہم Tune.pk ویڈیوز کے لیے آسان، مفت، بدیہی، اور جامع تجزیہ فراہم کرتے ہیں.
chale gi aur phir khatm ho jaye gi lekin ye mahaz tumhari nazar ka dhoka hai.,چلے گی اور پھر ختم ہو جائے گی لیکن یہ محض تمہاری نظر کا دھوکا ہے۔
"ko qaid kar diya, jaisa ke ooper zikr aa chuka hai, Abu Muslim ne khurasan mein jab elaania daawat",کوقید کر دیا، جیسا کہ اوپر ذکر آچکا ہے، ابومسلم نے خراسان میں جب علانیہ دعوت
Nawab Meer Usman Ali Khan jin afraad ke darmiyaan the un kee soch ka andaaza is baat,نواب میر عثمان علی خان جن افراد کے درمیان تھے ان کی سوچ کا اندازہ اس بات
"apne badon ki janib se laan taan kiye jane ke bawujud, jaeer ke sathi afsaran aur sipahiyon ki biviyon ne taarif ki aur kai siyasi jama'aton aur",اپنے بڑوں کی جانب سے لعن طعن کیے جانے کے باوجود، جائیر کے ساتھی افسران اور سپاہیوں کی بیویوں نے تعریف کی اور کئی سیاسی جماعتوں اور
unhon ne apni siyaahat ke dauraan kutb ka ek besh qeemat zakheera bhi jama kar liya tha.,اُنہوں نے اپنی سیاحت کے دوران کتب کا ایک بیش قیمت ذخیرہ بھی جمع کر لیا تھا۔
aap tarik-ud -dunia sufi they.,آپ تارک الدنیا صوفی تھے۔
bharat ke har qadam aur har chal ka munh tod jawab dena intihai lazmi he.,بھارت کے ہر قدم اور ہر چال کا منہ توڑ جواب دینا انتہائی لازم ہے۔
chunache zainul abideen aap ko lekar gangoh rawana ho gaye.,چنانچہ زین العابدین آپ کو لیکر گنگوہ روانہ ہو گئے۔
"zayed zabanon tak phaila huwa hai, aur aik muhtaat andaze ke mutabiq, is ke hafta waar saamyeen ki tadaad 164 million se zaayed hai.",زائد زبانوں تک پھیلا ہوا ہے؛ اور ایک محتاط اندازے کے مطابق، اس کے ہفتہ وار سامعین کی تعداد 164ملین سے زائد ہے۔
ek Government College hi nahin balki Punjab aur barre-sagheer kee kayi doosri jamiaat ke saath bhi Iqbal ka taalluq paida ho gaya tha.,ایک گورنمنٹ کالج ہی نہیں بلکہ پنجاب اور برصغیر کی کئی دوسری جامعات کے ساتھ بھی اقبال کا تعلق پیدا ہو گیا تھا۔
is se amuman halakatein nahin hotin.,اس سے عموما ہلاکتیں نہیں ہوتیں۔
nahmiah kee kitaab un ke hekal dom ke ahad mein Yerushelum kee taameere nau karne ke kaam ko bayaan karti hai.,نحمیاہ کی کتاب ان کے ہیکل دوم کے عہد میں یروشلم کی تعمیر نو کرنے کے کام کو بیان کرتی ہے۔
"Punjab ke aise schoolein jo Punjabi bachchon ko Hindi zabaan padhaate hain, Sikh rahnumaon aur bachchon ke waalidain kee nigaah mein mashkook qaraar paaye.",پنجاب کے ایسے اسکولیں جو پنجابی بچوں کو ہندی زبان پڑھاتے ہیں، سکھ رہنماؤں اور بچوں کے والدین کی نگاہ میں مشکوک قرار پائے۔
us ke chand hi dino baad israeli hukkam ne marakashi mehelle ke inhidam ka hukm de diya aur wahan muqeem logon ko,اس کے چند ہی دنوں بعد اسرائیلی حکام مراکشی محلہ کے انہدام کا حکم دے دیا اور وہاں مقیم لوگوں کو
1849 mein Goldrash aur markazi bahrul-kaahil road kee taameer ke dauraan bahut e cheeni tarikeene watan sasti mazdoori kee wajah se kaam karne lage.,1849ء میں گولڈرش اور مرکزی بحرالکاہل روڈ کی تعمیر کے دوران بہت سے چینی تارکین وطن سستی مزدوری کی وجہ سے کام کرنے لگے۔
diniyaat ka ilm bhi hasil kiya.,دینیات کا علم بھی حاصل کیا۔
(dhrov) Bhawnesh ka sabse chhota ladka (15 sala Shivam) aur Lalit ki wahid aulaad shaamil the.,دھروو (بھاونیش کا سب سے چھوٹا لڑکا) اور 15 سالہ شیوم (للیت کی واحد اولاد) شامل تھے۔
"chsuraai aur 63 inches unchai, 30 liter feul tank aur aik letter mein bees kilo meter tak chalne ki salahiyat rakhti hai.",چوڑائی اور 63 انچز اونچائی، 30 لیٹر فیول ٹینک اور ایک لیٹر میں بیس کلو میٹر تک چلنے کی صلاحیت رکھتی ہے۔
bilumoom barbariyon ka hamla Sabta par hota tha.,بالعموم بربروں کا حملہ سبتہ پر ہوتا تھا۔
"pighalne ke qareeb tha, un kee is be saakhta jawaab par un ki zahaanat ka bhi",پگھلنے کے قریب تھا، ان کی اس بے ساختہ جواب پر ان کی ذہانت کا بھی
un ke bhai gazan ke mutabiq nawab bagti ke khilaf pakistani fauj ke operation se pandra minute pehle nawab sahab ne unhe aur apne pote barahumdagh bagti ko,ان کے بھائی گزن کے مطابق نواب بگٹی کے خلاف پاکستانی فوج کے آپریشن سے پندرہ منٹ پہلے نواب صاحب نے انہیں اور اپنے پوتے براہمداغ بگٹی کو
Nayi muashi policiyon ki wajah se berooni sarmaya kari barhne lagi.,نئی معاشی پالیسیوں کی وجہ سے بیرونی سرمایہ کاری بڑھنے لگی۔
"Portech Township, Huton County, Michigan",پورٹیج ٹاؤن شپ، ہیوٹن کاؤنٹی، مشی گن
zaroori nahin ke har woh shakhs badshah ho jis ke naam mein shah aata ho.,ضروری نہیں کہ ہر وہ شخص بادشاہ ہو جس کے نام میں شاہ آتا ہو۔
faulaad saazi ke azeem kaarkhane aur aham bandargaah ke baayes is qasbe ko na sirf karachi shahar balke mulk bhar mein aik aham haisiyat haasil hai.,فولاد سازی کے عظیم کارخانے اور اہم بندرگاہ کے باعث اس قصبے کو نہ صرف کراچی شہر بلکہ ملک بھر میں ایک اہم حیثیت حاصل ہے۔
"police ki tadaad intahi kam aur ghair musallah thi, sau woh apni jaan bacha kar bhaag niklay.",پولیس کی تعداد انتہائی کم اور غیر مسلح تھی، سو وہ اپنی جان بچا کر بھاگ نکلے۔
aur ye tanasub insaan mein sub primats se zyada hai.,اور یہ تناسب انسان میں سب پرائیمیٹس سے زیادہ ہے۔
1478AD se 1490AD tak yaaqub ki hukumat ne saltanat ko bachaliya laikin us ki wafat ke sath hi saltanat aakhri hichkiyan lene lagi.,1478ء سے 1490ء تک یعقوب کی حکومخ نے سلطنت کو بچالیا لیکن اس کی وفات کے ساتھ ہی سلطنت آخری ہچکیاں لینے لگی۔
wo maqbool filmi sitaron aur gulokaron ke bawa aadam the.,وہ مقبول فلمی ستاروں اور گلوکاروں کے باوا آدم تھے۔
hyderabad dakkan par hindostan ke qabza ke baad 1949 mein woh Lahore muntaqil ho gay.,حیدرآباد دکن پر ہندوستان کے قبضہ کے بعد 1949ء میں وہ لاہور منتقل ہو گئے۔
"badqismati se, doga ki namazein suna ja rahi hain aur is ke beton ko dobarah paida kar diya gaya hai, lekin",بدقسمتی سے، دوگا کی نمازیں سنا جا رہی ہیں اور اس کے بیٹوں کو دوبارہ پیدا کر دیا گیا ہے، لیکن
Allama Qazi Abdul Nabi Kokab ki mukhtasar swaanih,علامہ قاضی عبد النبی کوکب کی مختصر سوانح
"Allah Fareedi, Maulana Umar Bhai aur Maulana Abdul Salaam ke saath un ko bhi khilaafat ata hui.",اللہ فریدی، مولانا عمر بھائی اور مولانا عبد السلام کے ساتھ ان کو بھی خلافت عطا ہوئی۔
tijarati khasara khatam huwa aur muaashi behtari mein tasalsul aaya.,تجارتی خسارہ ختم ہوا اور معاشی بہتری میں تسلسل آیا۔
1821 mein Alexes Bovard ne Neptune ke hamsaaye Urenus kee madaar mein gardish ke baare jadaul banaya.,1821 میں الیکسز بووارڈ نے نیپچون کے ہمسائے یورینس کی مدار میں گردش کے بارے جدول بنایا۔
mein is mazmoon ka matan zindagi kee scienci taujeeh ya ba-alfaaze deegar yoon kah lein ki is kee heyaataati aur tibbi nuqta nazar se wizaahat tak mahdood rahe ga.,میں اس مضمون کا متن زندگی کی سائنسی توجیہ یا بالفاظ دیگر یوں کہہ لیں کہ اس کی حیاتیاتی اور طبی نقطہ نظر سے وضاحت تک محدود رہے گا۔
web safhaat per talaash wale box aam taur per saarfeen ko web talaash ke engine server side script mein jama karne ke liye ek sawaal mein dakhil karne ki ijazat,ویب صفحات پر تلاش والے بکس عام طور پر صارفین کو ویب تلاش کے انجن سرور سائڈ اسکرپٹ میں جمع کرنے کے لیے ایک سوال میں داخل کرنے کی اجازت
Khidmat-aetra / professor doctor Qamar Raees... khidmaat aetrafat,خدمات-اعترا/ پروفیسر ڈاکٹر قمر رئیس ۔۔۔ خدمات اعترافات
sikh raaj ka baqaaida khaatma kar diya aur punjab ko apni hindsutani sarkaar mein shaamil kar liya.,سکھ راج کا باقائدہ خاتمہ کر دیا اور پنجاب کو اپنی ہندوستانی سرکار میں شامل کر لیا۔
wo tarikh ke mauzu par mutaaddad kitabon ke musannif the.,وہ تاریخ کے موضوع پر متعدد کتابوں کے مصنف تھے۔
is muqadma mein mudai yahood hi they lekin unhon ney wahan maseeh par hukoomat waqt se baghaawat ka ilzaam lagaya.,اس مقدمہ میں مدعی یہود ہی تھے لیکن انہوں نے وہاں مسیح پر حکومت وقت سے بغاوت کا الزام لگایا۔
parindon ko mutassir karne waley infulenza virus H5N2 ney 1983 mein America mein baray paimanay par poultry,پرندوں کو متاثر کرنے والے انفلوئنزا وائرس H5N2 نے 1983ء میں امریکا میں بڑے پیمانے پر پولٹری
dusri shadi unho ne ena christina michele se ki jin se un ka aik beta renan he.,دوسری شادی انہوں نے اینا کرسٹینا مشیلے سے کی جن سے ان کا ایک بیٹا رینان ہے۔
kayi badshahaton ke dauraan China kee junoob maghribi sarhad unhi oonche pahadon aur Unan kee gahri,کئی بادشاہتوں کے دوران چین کی جنوب مغربی سرحد انہی اونچے پہاڑوں اور یونان کی گہری
jati he ke is par is dunya ki zindagi ki bajaye kisi dusri dunya ki zindagi ka guman hota he.,جاتی ہے کہ اس پر اس دنیا کی زندگی کی بجائے کسی دوسری دنیا کی زندگی کا گمان ہوتا ہے۔
pastaniya janwar canada bhar main har jagah paye jate hen.,پستانیہ جانور کینیڈا بھر میں ہر جگہ پائے جاتے ہیں۔
Nooruddin Zangi ke sipah salaar ki haisiyat se 1169 mein misr fateh kiya tha.,نور الدین زنگی کے سپہ سالار کی حیثیت سے 1169ء میں مصر فتح کیا تھا۔
"eid gaah masjid, kashghar",عید گاہ مسجد، کاشغر
1978AD main aik hadse main aap ki wafat huyi.,1978ء میں ایک حادثے میں آپ کی وفات ہوئی۔
"misri hukumati aur awami donon sathon per is ki khul kar mukhalifat karte rahe aur in ka mutaliba ""waadi neel ka ittehad""","مصری حکومتی اور عوامی دونوں سطحوں اس کی کھل کر مخالفت کرتے رہے اور ان کا مطالبہ ""وادی نیل کا اتحاد"""
"yahin us ki dosti reporter morle clogan se hui, morle ne us zamane main jab afsane likhe to us ne hamingoye ko dikhaye to us ne unhen banazare istehsan dekha.",یہیں اس کی دوستی رپورٹر مورلے کلاگن سے ہوئی، مورلے نے اس زمانے میں جب افسانے لکھے تو اس نے ہمینگوئے کو دکھائے تو اس نے انہیں بنظر استحسان دیکھا۔
maujuda daur main aag ki nishan dahi aur aag bujhane ki nafis taknik ke bawujud canada ke jangalaat main,موجودہ دور میں آگ کی نشان دہی اور آگ بجھانے کی نفیس تکنیک کے باوجود کینیڈا کے جنگلات میں
shumal mein name astawai nabataat millti hain.,شمال میں نیم استوائی نباتات ملتی ہیں۔
ye Mecca ka sardaar hai.,یہ مکہ کا سردار ہے۔
vinod khanna ke saath un ki ye dusri kamyab film thi pehli film qurbani thi.,ونود کھنہ کے ساتھ ان کی یہ دوسری کامیاب فلم تھی پہلی فلم قربانی تھی۔
fehrist yokoon ke darya,فہرست يوكون کے دریا
bohat soon is waqt ki britanawi noaabadyati hukoomat mein ohday haasil kiye.,بہت سوں اس وقت کی برطانوی نوآبادیاتی حکومت میں عہدے حاصل کیے۔
google aur boston dynamics ka muaahida,گوگل اور بوسٹن ڈائنامکس کا معاہدہ
nachar aap ne tamam nisbat (tasawwuf) aik hi tawajjo (tasawwuf) main yakbargi ilqa farma di magar wo shakhs taab na lasaka aur shaheede ishq ho gaya.,ناچار آپ نے تمام نسبت (تصوف) ایک ہی توجہ (تصوف) میں یکبارگی القاء فرما دی مگر وہ شخص تاب نہ لاسکا اور شہید عشق ہو گیا۔
"1923 mein University kee taaleemi council kee rukniyat mili, usi saal proffessorship committee mein bhi liye gaye.",1923ء میں یونیورسٹی کی تعلیمی کونسل کی رکنیت ملی، اسی سال پروفیسر شپ کمیٹی میں بھی لیے گئے۔
gabbar singh 2012AD main jari hone wali telgu zaban ki hangama khez film he.,گبر سنگھ 2012ء میں جاری ہونے والی تیلگو زبان کی ہنگامہ خیز فلم ہے۔
"bhutan ke darul hukumat, thempu ke baare mein chand dilchasp haqayeq",بھوٹان کے دار الحکومت ،تھمپو کے بارے میں چند دلچسپ حقائق
"se lazmi umoor bhi hen, chunache aap ne jamate tabligh ki deegar sargarmiyon aur nizam ki taraf tawajjoh dena munasib samjha.",سے لازمی امور بھی ہیں، چنانچہ آپ ؒ نے جماعت ِ تبلیغ کی دیگر سرگرمیوں اور نظام کی طرف توجہ دینا مناسب سمجھا۔
"apni khudnawisht mein Isadora Duncan ne apne usoolon, nazariyaat aur zindagi ke aamaal ko badi be baaki aur saaf goi se bayaan kiya tha.",اپنی خود نوشت میں آئسا ڈورا ڈنکن نے اپنے اصولوں، نظریات اور زندگی کے اعمال کو بڑی بے باکی اور صاف گوئی سے بیان کیا تھا۔
"Farsi shayari ka aaghaz, Iran qadeem ke un mashriqi ilaaqon se hua jinhein ham Turkistan, Kharasan aur Mawra al-nahar ke naam se jaante hain.",فارسی شاعری کا آغاز، ایران قدیم کے ان مشرقی علاقوں سے ہوا جنھیں ہم ترکستان، خراسان اور ماوراء النہر کے نام سے جانتے ہیں۔
"teesri aayat sajda tilawat : al nahl, aayat 49.",تیسری آیت سجدہ تلاوت: النحل، آیت 49۔
"ek deewan ghazliyaat aur ek majmua miraasi hai, jise 1883 mein un ke shagird Mir Nawab ne Gulbarga Hyderabad Deccan se shaya kiya tha.",ایک دیوان غزلیات اور ایک مجموعہ مراثی ہے، جسے 1883ء میں ان کے شاگرد میر نواب نے گلبرگہ حیدر آباد دکن سے شائع کیا تھا۔
"neez Mohammad Abdul Qaadir Jeelani ne bhi aik kitaab likhi hai jis ka naam ""noorani qaaida","نیز محمد عبد القادر جیلانی نے بھی ایک کتاب لکھی ہے جس کا نام ""نورانی قاعدہ"
to us ke naqs ki wajah se banne wale lahmiyat salmat bhi apne maamul ke afaal par qaim,تو اس کے نقص کی وجہ سے بننے والے لحمیاتی سالمات بھی اپنے معمول کے افعال پر قائم
faraim ke firqa mein se ho Sia bin Noon jis ka naam Musa (Alaihissalaam) ne Yusha rakha tha,فرائم کے فرقہ میں سے ہو سیعہ بن نون جس کا نام موسیٰ (علیہ السلام) نے یوشع رکھا تھا
is ke baad prnstn university America chalay gay.,اس کے بعد پرنسٹن یونیورسٹی امریکا چلے گئے۔
"khayal o khuwab. Sange meel publications lahore, (mazameen)",خیال و خواب۔ سنگ میل پبلی کیشنز لاہور، (مضامین)
ye fehrist 680 kee dahaayi mein waqoo pazeer hone waale waaqeyaat ba-lihaaz saal kee fehrist hai.,یہ فہرست 680ء کی دہائی میں وقوع پذیر ہونے والے واقعات بلحاظ سال کی فہرست ہے۔
"maujuda waqt main brazil ki 5,570 baldiyaat hen.","موجودہ وقت میں برازیل کی 5,570 بلدیات ہیں۔"
mawaad jamaa ho raha hai is mein aik hi lafz mukhtalif yakarmzi haroof se likha nazar aata hai.,مواد جمع ہو رہا ہے اس میں ایک ہی لفظ مختلف یکرمزی حروف سے لکھا نظر آتا ہے۔
in se qabl Pius duwaazdaham pope the.,ان سے قبل پائیس دوازدہم پوپ تھے۔
shayari ke bahao ko tez karne aur tarannum kee lahron ko buland karne ke liye Wali chhoti aur lambi bahron ko istemaal karte hain.,شاعری کے بہائو کو تیز کرنے اور ترنم کی لہروں کو بلند کرنے کے لیے ولی چھوٹی اورلمبی بحروں کو استعمال کرتے ہیں۔
jahan aman rahta hai wahan aik darakht hota hai jis per sikhon ke mazhab ka muqaddas nishaan bana hota hai. sab is darakht ko muqaddas maante hain.,جہاں امن رہتا ہے وہاں ایک درخت ہوتا ہے جس پر سکھوں کے مذہب کامقدس نشان بنا ہوتا ہے ،سب اس درخت کو بہت مقدس مانتے ہیں۔
is ke baad agar wo hadees khwan ya waqia khwan hote to kitab khol kar bayan karna shuru,اس کے بعد اگر وہ حدیث خوان یا واقعہ خوان ہوتے تو کتاب کھول کر بیان کرنا شروع
ye paltu sanp jasamata main chota hi hota hoga.,یہ پالتو سانپ جسامت میں چھوٹا ہی ہوتا ہوگا۔
Pakistan railways ki sarkari web site ke mutabiq muzaffara bad railway station ka code MZJ hai,پاکستان ریلویز کی سرکاری ویب سائٹ کے مطابق مظفر آباد ریلوے اسٹیشن کا کوڈ MZJ ہے
"fairmount township, luzerne county, pennsylvania",فیئرماؤنٹ ٹاؤن شپ، لوزرنے کاؤنٹی، پنسلوانیا
"agar Nooh, Daani L aur Ayyub wahan rahte to main in teenon achchhe logon ko bacha",”اگر نوح، دانی ایل اور ایوب وہاں رہتے تو میں ان تینوں اچھے لوگوں کو بچا
isi nisbat ahadees mein irshad hota hai:,اسی نسبت احادیث میں ارشاد ہوتا ہے :
"nabi akrm ney mukkay mein daakhil hotay waqt elaan farmaya ke jo log abbu Sufyan ke ghar mein panah len ge, un se tarruz nahi kiya jaye ga.",نبی اکرم نے مکے میں داخل ہوتے وقت اعلان فرمایا کہ جو لوگ ابو سفیان کے گھر میں پناہ لیں گے، ان سے تعرض نہیں کیا جائے گا۔
627AD - bazintini fauj ne hercules ki qiyadat main shehenshahe iran khusru dom ki fauj ko shikast di .,627ء - بازنطینی فوج نے ہر کیولیس کی قیادت میں شہنشاہ ِایران خسرو دوم کی فوج کو شکست دی ۔
mutanasiq aalmi waqt ke mutabiq juzwi Sooraj garhan ki ibtida 15:46:48 par hogi.,متناسق عالمی وقت کے مطابق جزوی سورج گرہن کی ابتدا 15:46:48 پر ہوگی۔
kuchh adadi nazaamon mein 2840 se bada ya zyada aur 2842 se chhota ya kam hota hai.,کچھ عددی نظاموں میں 2840 سے بڑا یا زیادہ اور 2842 سے چھوٹا یا کم ہوتا ہے۔
bas itna tazkara milta hai ke woh tanhai pasand shayar they jo mashriqi hindostan mein mashhoor they.,بس اتنا تذکرہ ملتا ہے کہ وہ تنہائی پسند شاعر تھے جو مشرقی ہندوستان میں مشہور تھے۔
scotland mein 5 aham bainul aqwami hawai adde hain jo 150 mukhtalif bainul aqwami shahron ke liye parwazein muhaiah karte hain.,سکاٹ لینڈ میں 5 اہم بین الاقوامی ہوائی اڈے ہیں جو 150 مختلف بین الاقوامی شہروں کے لیے پروازیں مہیا کرتے ہیں۔
1924 mein najd ke farman rawa Ibn Saud se shikast kha kar takhat se dast bardaar hue.,1924ء میں نجد کے فرمانروا ابن سعود سے شکست کھا کر تخت سے دست بردار ہوئے۔
