context,question,answer
1862ء میں جرمن راسخ العقیدہ ربی ذوی ہرش کالیسچر   نے اپنا کتابچہ دریشت صہیون شائع کیا ، جس میں اس نے لکھاکہ یہود کی انبیا کی جانب سے موعودہ آزادی  صرف  اپنی مدد آپ سے ہی ہو سکتی ہے۔ ربی موشے شمؤل گلاسنر ایک اور صہیونیت کی تائید کرنے والا نمایاں ربی رہا ہے۔ جدید مذہبی صہیونیت کا مفکر تاہم ابراہام اسحاق کک تھا ، جس نے صہیونیت کے لیے یہودی شریعت سے جواز پیش کیا، اس کے خیال میں صہیونیت ایک مقدس منصوبہ  ہوسکتا ہے جس کے ذریعے یہود  ارض مقدسہ میں جا سکیں۔اسی کے ذریعے سے یہود آزاد ہوں گے اور بعد میں پوری دنیا آزاد ہوگی۔یہودی وطن کی از سرنو قیام کے بعد عالمی امن قائم ہوگا جس کے بعد یہود کے لئےموعود مسیحا آئےگا،اگرچہ یہ ابھی تک نہیں ہوا، کک نے زور دیا کہ اس منصوبہ پر بہت وقت لگ سکتا ہے کیونکہ حتمی نجات مرحلہ وارہوا کرتی ہے،اور جب ہو رہی ہوتی ہے تو آشکار بھی نہیں ہوتی، 1924ءمیں کک فلسطین کا اشکنازی چیف ربی (مفتی اعظم)بنا، اس نے صہیونیت اور راسخ العقیدہ یہودیت میں موافقت کی بھی کوشش کی۔,کک فلسطین کے اشکنازی چیف ربی کب بنے؟,['1924ء']
ارض مقدسہ کیجانب یہودی نقل مکانی کی سیاسی حمایت خودصہیونیت کے بطور سیاسی تحریک سے بھی پرانی ہے۔ 19ویں صدی میں ، ارض مقدسہ میں یہود کی بحالی کے حمایتیوں کو بحالی پرست کہا جاتا تھا۔ یہود کی ارض مقدسہ میں نقل مکانی کو  ملکہ وکٹوریہ ، نپولین بوناپارٹ ، ایڈورڈ ہفتم ، صدر امریکا جان ایڈمز ، جنوبی افریقہ کے جنرل سمٹز وسیع طور پر حمایت حاصل تھی، چیکو سلوواکیہ کے صدر مصاریک، اٹلی کے  فلسفی اور مؤرخ  بنے ڈیٹو کروچے،  بین الاقوامی انجمن صلیب احمر و ہلال احمر کے بانی اور معاہدہ جنیوا کے مصنف ہنری ڈونانٹ اور ناروے کے   سائنس دان اور انسان پرست فرتیوف نانیسن۔,انیسویں صدی میں مقدس سرزمین میں یہودیت کی بحالی کے حامیوں کو کیا کہا جاتا تھا؟,['بحالی پرست']
ارض مقدسہ کیجانب یہودی نقل مکانی کی سیاسی حمایت خودصہیونیت کے بطور سیاسی تحریک سے بھی پرانی ہے۔ 19ویں صدی میں ، ارض مقدسہ میں یہود کی بحالی کے حمایتیوں کو بحالی پرست کہا جاتا تھا۔ یہود کی ارض مقدسہ میں نقل مکانی کو  ملکہ وکٹوریہ ، نپولین بوناپارٹ ، ایڈورڈ ہفتم ، صدر امریکا جان ایڈمز ، جنوبی افریقہ کے جنرل سمٹز وسیع طور پر حمایت حاصل تھی، چیکو سلوواکیہ کے صدر مصاریک، اٹلی کے  فلسفی اور مؤرخ  بنے ڈیٹو کروچے،  بین الاقوامی انجمن صلیب احمر و ہلال احمر کے بانی اور معاہدہ جنیوا کے مصنف ہنری ڈونانٹ اور ناروے کے   سائنس دان اور انسان پرست فرتیوف نانیسن۔,فرتیوف نانیسن کون تھا؟,['ناروے کے \xa0 سائنس دان اور انسان پرست']
ارض مقدسہ کیجانب یہودی نقل مکانی کی سیاسی حمایت خودصہیونیت کے بطور سیاسی تحریک سے بھی پرانی ہے۔ 19ویں صدی میں ، ارض مقدسہ میں یہود کی بحالی کے حمایتیوں کو بحالی پرست کہا جاتا تھا۔ یہود کی ارض مقدسہ میں نقل مکانی کو  ملکہ وکٹوریہ ، نپولین بوناپارٹ ، ایڈورڈ ہفتم ، صدر امریکا جان ایڈمز ، جنوبی افریقہ کے جنرل سمٹز وسیع طور پر حمایت حاصل تھی، چیکو سلوواکیہ کے صدر مصاریک، اٹلی کے  فلسفی اور مؤرخ  بنے ڈیٹو کروچے،  بین الاقوامی انجمن صلیب احمر و ہلال احمر کے بانی اور معاہدہ جنیوا کے مصنف ہنری ڈونانٹ اور ناروے کے   سائنس دان اور انسان پرست فرتیوف نانیسن۔,ہنری ڈونانٹ کون تھا؟,['بین الاقوامی انجمن صلیب احمر و ہلال احمر کے بانی اور معاہدہ جنیوا کے مصنف']
ارض مقدسہ کیجانب یہودی نقل مکانی کی سیاسی حمایت خودصہیونیت کے بطور سیاسی تحریک سے بھی پرانی ہے۔ 19ویں صدی میں ، ارض مقدسہ میں یہود کی بحالی کے حمایتیوں کو بحالی پرست کہا جاتا تھا۔ یہود کی ارض مقدسہ میں نقل مکانی کو  ملکہ وکٹوریہ ، نپولین بوناپارٹ ، ایڈورڈ ہفتم ، صدر امریکا جان ایڈمز ، جنوبی افریقہ کے جنرل سمٹز وسیع طور پر حمایت حاصل تھی، چیکو سلوواکیہ کے صدر مصاریک، اٹلی کے  فلسفی اور مؤرخ  بنے ڈیٹو کروچے،  بین الاقوامی انجمن صلیب احمر و ہلال احمر کے بانی اور معاہدہ جنیوا کے مصنف ہنری ڈونانٹ اور ناروے کے   سائنس دان اور انسان پرست فرتیوف نانیسن۔,جنیوا کنونشن کس نے لکھا؟,['ہنری ڈونانٹ ']
ارض مقدسہ کیجانب یہودی نقل مکانی کی سیاسی حمایت خودصہیونیت کے بطور سیاسی تحریک سے بھی پرانی ہے۔ 19ویں صدی میں ، ارض مقدسہ میں یہود کی بحالی کے حمایتیوں کو بحالی پرست کہا جاتا تھا۔ یہود کی ارض مقدسہ میں نقل مکانی کو  ملکہ وکٹوریہ ، نپولین بوناپارٹ ، ایڈورڈ ہفتم ، صدر امریکا جان ایڈمز ، جنوبی افریقہ کے جنرل سمٹز وسیع طور پر حمایت حاصل تھی، چیکو سلوواکیہ کے صدر مصاریک، اٹلی کے  فلسفی اور مؤرخ  بنے ڈیٹو کروچے،  بین الاقوامی انجمن صلیب احمر و ہلال احمر کے بانی اور معاہدہ جنیوا کے مصنف ہنری ڈونانٹ اور ناروے کے   سائنس دان اور انسان پرست فرتیوف نانیسن۔,انیسویں صدی میں مقدس سرزمین پر یہودیوں کی ہجرت کی حمایت کس نے کی؟,['ملکہ وکٹوریہ']
پروٹسٹنٹ مسیحیت   علما میں سے ایک نمایاں عالم جو  یہودکی فلسطین میں نقل مکانی کےبائبلی عقیدہ  کی تشہیر و ابلاغ کرتے تھے  جان نیلسن ڈاربی تھا۔اس کا نظریہ تدبيريہ تشہیر صہیونیت سے منسوب ہے، خاصکر1840ء میں جنیوا میںمسیحیت سے امید،یہود و غیر یہود پر  دئے گئےاسکے 11 وعظ کے بعد۔ تاہم ، دیگر جیسے  چ ح سپرجن ، حوراٹئس  بونر،اینڈریو بونر، رابرٹ مرے مچینی اور ج ک ریل  یہودی نقل مکانی کی  اہمیت کے متعدد نمایاں تدبیری مشہرین میں سے تھے ۔ متعدد انجیل پسندمسیحیوں  نے صہیونی نواز نظریات تسلیم کر کے بین الاقوامی سیاست اور خارجہ پالیسی پر  اثر انداز ہوئے۔,جان نیلسن ڈاربی کون تھا؟,['ایک نمایاں عالم']
پروٹسٹنٹ مسیحیت   علما میں سے ایک نمایاں عالم جو  یہودکی فلسطین میں نقل مکانی کےبائبلی عقیدہ  کی تشہیر و ابلاغ کرتے تھے  جان نیلسن ڈاربی تھا۔اس کا نظریہ تدبيريہ تشہیر صہیونیت سے منسوب ہے، خاصکر1840ء میں جنیوا میںمسیحیت سے امید،یہود و غیر یہود پر  دئے گئےاسکے 11 وعظ کے بعد۔ تاہم ، دیگر جیسے  چ ح سپرجن ، حوراٹئس  بونر،اینڈریو بونر، رابرٹ مرے مچینی اور ج ک ریل  یہودی نقل مکانی کی  اہمیت کے متعدد نمایاں تدبیری مشہرین میں سے تھے ۔ متعدد انجیل پسندمسیحیوں  نے صہیونی نواز نظریات تسلیم کر کے بین الاقوامی سیاست اور خارجہ پالیسی پر  اثر انداز ہوئے۔,جان نیلسن ڈاربی کا نظریہ کس سے منسوب ہے؟,['تدبيريہ تشہیر صہیونیت']
پروٹسٹنٹ مسیحیت   علما میں سے ایک نمایاں عالم جو  یہودکی فلسطین میں نقل مکانی کےبائبلی عقیدہ  کی تشہیر و ابلاغ کرتے تھے  جان نیلسن ڈاربی تھا۔اس کا نظریہ تدبيريہ تشہیر صہیونیت سے منسوب ہے، خاصکر1840ء میں جنیوا میںمسیحیت سے امید،یہود و غیر یہود پر  دئے گئےاسکے 11 وعظ کے بعد۔ تاہم ، دیگر جیسے  چ ح سپرجن ، حوراٹئس  بونر،اینڈریو بونر، رابرٹ مرے مچینی اور ج ک ریل  یہودی نقل مکانی کی  اہمیت کے متعدد نمایاں تدبیری مشہرین میں سے تھے ۔ متعدد انجیل پسندمسیحیوں  نے صہیونی نواز نظریات تسلیم کر کے بین الاقوامی سیاست اور خارجہ پالیسی پر  اثر انداز ہوئے۔,جان نیلسن ڈاربی نے کتنے واعظ دیے؟,['11 ']
پروٹسٹنٹ مسیحیت   علما میں سے ایک نمایاں عالم جو  یہودکی فلسطین میں نقل مکانی کےبائبلی عقیدہ  کی تشہیر و ابلاغ کرتے تھے  جان نیلسن ڈاربی تھا۔اس کا نظریہ تدبيريہ تشہیر صہیونیت سے منسوب ہے، خاصکر1840ء میں جنیوا میںمسیحیت سے امید،یہود و غیر یہود پر  دئے گئےاسکے 11 وعظ کے بعد۔ تاہم ، دیگر جیسے  چ ح سپرجن ، حوراٹئس  بونر،اینڈریو بونر، رابرٹ مرے مچینی اور ج ک ریل  یہودی نقل مکانی کی  اہمیت کے متعدد نمایاں تدبیری مشہرین میں سے تھے ۔ متعدد انجیل پسندمسیحیوں  نے صہیونی نواز نظریات تسلیم کر کے بین الاقوامی سیاست اور خارجہ پالیسی پر  اثر انداز ہوئے۔,یہودی امیگریشن کی اہمیت کے بارے میں کچھ دیگر نمایاں سٹریٹجک مبصرین کی مثال کون ہے؟,['حوراٹئس\xa0 بونر']
کچھ بھارتی مسلمانوں نے اسلامی صہیون دشمنی کی مخالفت کا اظہار کیا ۔ اگست 2007ءمیں ، کل ہند تنظیم آئمہ و مساجد کے اراکین مع  صدر تنظیم مولانا جمیل الیاس نے اسرائیل کا دورہ کیا۔بعد میں اسرائیلی حکام کے  ساتھ ملکر اعلامیہ جاری کیا گیا جس میں بھارتی مسلمانوں کے جانب سے اسرائیل کی طرف  امن اور  خیر سگالی کا اظہار کیا گیا۔ جس سے اسرائیلی یہود  اور بھارتی مسلمانوں کے درمیان مذاکرات کا شروع ہوئے  اور اس  تصور کو مسترد کیا گیا کہ اسرائیلی۔ فلسطینی تنازع مذہبی نوعیت کا ہے۔اس دورہ کاانتظام امریکی یہودی انجمن نے کیا تھا، جس کا مقصد اسلامی دنیا میں اسرائیل کی حیثیت کے بارے بمعنی مذاکرات کا فروغ دینا تھا۔یہ رائے دی گئی کہ یہ دورہ اسرائیل کی جمہوری حیثیت کو سمجھنے میں مسلم دنیا خصوصا مشرق وسطی کے مسلمانوں کے ذہن  کو آشکار کریگا۔,کس نے اسلامی صہیون دشمنی کے خلاف اپنی مخالفت کا اظہار کیا؟,['کچھ بھارتی مسلمانوں']
کچھ بھارتی مسلمانوں نے اسلامی صہیون دشمنی کی مخالفت کا اظہار کیا ۔ اگست 2007ءمیں ، کل ہند تنظیم آئمہ و مساجد کے اراکین مع  صدر تنظیم مولانا جمیل الیاس نے اسرائیل کا دورہ کیا۔بعد میں اسرائیلی حکام کے  ساتھ ملکر اعلامیہ جاری کیا گیا جس میں بھارتی مسلمانوں کے جانب سے اسرائیل کی طرف  امن اور  خیر سگالی کا اظہار کیا گیا۔ جس سے اسرائیلی یہود  اور بھارتی مسلمانوں کے درمیان مذاکرات کا شروع ہوئے  اور اس  تصور کو مسترد کیا گیا کہ اسرائیلی۔ فلسطینی تنازع مذہبی نوعیت کا ہے۔اس دورہ کاانتظام امریکی یہودی انجمن نے کیا تھا، جس کا مقصد اسلامی دنیا میں اسرائیل کی حیثیت کے بارے بمعنی مذاکرات کا فروغ دینا تھا۔یہ رائے دی گئی کہ یہ دورہ اسرائیل کی جمہوری حیثیت کو سمجھنے میں مسلم دنیا خصوصا مشرق وسطی کے مسلمانوں کے ذہن  کو آشکار کریگا۔,کل ہند تنظیم آئمہ و مساجد کے ممبران نے کب اسرائیل کا دورہ کیا؟,['اگست 2007ء']
کچھ بھارتی مسلمانوں نے اسلامی صہیون دشمنی کی مخالفت کا اظہار کیا ۔ اگست 2007ءمیں ، کل ہند تنظیم آئمہ و مساجد کے اراکین مع  صدر تنظیم مولانا جمیل الیاس نے اسرائیل کا دورہ کیا۔بعد میں اسرائیلی حکام کے  ساتھ ملکر اعلامیہ جاری کیا گیا جس میں بھارتی مسلمانوں کے جانب سے اسرائیل کی طرف  امن اور  خیر سگالی کا اظہار کیا گیا۔ جس سے اسرائیلی یہود  اور بھارتی مسلمانوں کے درمیان مذاکرات کا شروع ہوئے  اور اس  تصور کو مسترد کیا گیا کہ اسرائیلی۔ فلسطینی تنازع مذہبی نوعیت کا ہے۔اس دورہ کاانتظام امریکی یہودی انجمن نے کیا تھا، جس کا مقصد اسلامی دنیا میں اسرائیل کی حیثیت کے بارے بمعنی مذاکرات کا فروغ دینا تھا۔یہ رائے دی گئی کہ یہ دورہ اسرائیل کی جمہوری حیثیت کو سمجھنے میں مسلم دنیا خصوصا مشرق وسطی کے مسلمانوں کے ذہن  کو آشکار کریگا۔,ہندوستانی مسلمانوں کے دورہ اسرائیل کا انتظام کس نے کیا؟,['امریکی یہودی انجمن']
کچھ بھارتی مسلمانوں نے اسلامی صہیون دشمنی کی مخالفت کا اظہار کیا ۔ اگست 2007ءمیں ، کل ہند تنظیم آئمہ و مساجد کے اراکین مع  صدر تنظیم مولانا جمیل الیاس نے اسرائیل کا دورہ کیا۔بعد میں اسرائیلی حکام کے  ساتھ ملکر اعلامیہ جاری کیا گیا جس میں بھارتی مسلمانوں کے جانب سے اسرائیل کی طرف  امن اور  خیر سگالی کا اظہار کیا گیا۔ جس سے اسرائیلی یہود  اور بھارتی مسلمانوں کے درمیان مذاکرات کا شروع ہوئے  اور اس  تصور کو مسترد کیا گیا کہ اسرائیلی۔ فلسطینی تنازع مذہبی نوعیت کا ہے۔اس دورہ کاانتظام امریکی یہودی انجمن نے کیا تھا، جس کا مقصد اسلامی دنیا میں اسرائیل کی حیثیت کے بارے بمعنی مذاکرات کا فروغ دینا تھا۔یہ رائے دی گئی کہ یہ دورہ اسرائیل کی جمہوری حیثیت کو سمجھنے میں مسلم دنیا خصوصا مشرق وسطی کے مسلمانوں کے ذہن  کو آشکار کریگا۔,کل ہند تنظیم آئمہ و مساجد کا صدر کون تھا؟ ,['مولانا جمیل الیاس']
1948ءمیں قیام  اسرائیل  کے بعد ، بھارتی سیاسی جماعت کانگریس کی حکومت نے صہیونیت کی مخالفت کی ۔ کچھ مصنفین کا کہنا ہے ایسا اس لیے کیا گیا تاکہ رائے شماری میں مسلمان ووٹ حاصل کیے جاسکیں ۔ تاہم قدامت پسند ہندو قومیت پسندوں نے  سنگھ پریوار کی قیادت میں برملا صہیونیت کی حمایت کی، یونہی وینائیک دمودار سورکار اور سیتا رام گوئل و دیگر ہندو قومیت پسند دانشوروں نے بھی حمایت کی۔ برطانوی استعماری راج میں صہیونیت  کو بطور یہودی وطن واپسی و تحریک قومی آزادی کے دیکھے جانے نے بہت سے ہندو قومیت پسندوں کی دلچسپی اپنے جانب مبذول کی، جوخود اپنی برطانوی استعماری راج سے آزادی اور تقسیم ہند کو عرصے سے مغلوب ہندو آزادی  ہی دیکھتے تھے۔,1948 میں اسرائیل کے قیام کے بعد ہندوستان کی کس سیاسی جماعت نے صیہونیت کی مخالفت کی؟,['کانگریس ']
1948ءمیں قیام  اسرائیل  کے بعد ، بھارتی سیاسی جماعت کانگریس کی حکومت نے صہیونیت کی مخالفت کی ۔ کچھ مصنفین کا کہنا ہے ایسا اس لیے کیا گیا تاکہ رائے شماری میں مسلمان ووٹ حاصل کیے جاسکیں ۔ تاہم قدامت پسند ہندو قومیت پسندوں نے  سنگھ پریوار کی قیادت میں برملا صہیونیت کی حمایت کی، یونہی وینائیک دمودار سورکار اور سیتا رام گوئل و دیگر ہندو قومیت پسند دانشوروں نے بھی حمایت کی۔ برطانوی استعماری راج میں صہیونیت  کو بطور یہودی وطن واپسی و تحریک قومی آزادی کے دیکھے جانے نے بہت سے ہندو قومیت پسندوں کی دلچسپی اپنے جانب مبذول کی، جوخود اپنی برطانوی استعماری راج سے آزادی اور تقسیم ہند کو عرصے سے مغلوب ہندو آزادی  ہی دیکھتے تھے۔,بعض مصنفین کے مطابق کانگریس پارٹی نے کس کے ووٹ حاصل کرنے کے لیے صیہونیت کی مخالفت کی؟,['مسلمان ']
1948ءمیں قیام  اسرائیل  کے بعد ، بھارتی سیاسی جماعت کانگریس کی حکومت نے صہیونیت کی مخالفت کی ۔ کچھ مصنفین کا کہنا ہے ایسا اس لیے کیا گیا تاکہ رائے شماری میں مسلمان ووٹ حاصل کیے جاسکیں ۔ تاہم قدامت پسند ہندو قومیت پسندوں نے  سنگھ پریوار کی قیادت میں برملا صہیونیت کی حمایت کی، یونہی وینائیک دمودار سورکار اور سیتا رام گوئل و دیگر ہندو قومیت پسند دانشوروں نے بھی حمایت کی۔ برطانوی استعماری راج میں صہیونیت  کو بطور یہودی وطن واپسی و تحریک قومی آزادی کے دیکھے جانے نے بہت سے ہندو قومیت پسندوں کی دلچسپی اپنے جانب مبذول کی، جوخود اپنی برطانوی استعماری راج سے آزادی اور تقسیم ہند کو عرصے سے مغلوب ہندو آزادی  ہی دیکھتے تھے۔,کس ہندوستانی گروہ نے برملا صیہونیت کی حمایت کی؟,['قدامت پسند ہندو قومیت پسندوں']
1948ءمیں قیام  اسرائیل  کے بعد ، بھارتی سیاسی جماعت کانگریس کی حکومت نے صہیونیت کی مخالفت کی ۔ کچھ مصنفین کا کہنا ہے ایسا اس لیے کیا گیا تاکہ رائے شماری میں مسلمان ووٹ حاصل کیے جاسکیں ۔ تاہم قدامت پسند ہندو قومیت پسندوں نے  سنگھ پریوار کی قیادت میں برملا صہیونیت کی حمایت کی، یونہی وینائیک دمودار سورکار اور سیتا رام گوئل و دیگر ہندو قومیت پسند دانشوروں نے بھی حمایت کی۔ برطانوی استعماری راج میں صہیونیت  کو بطور یہودی وطن واپسی و تحریک قومی آزادی کے دیکھے جانے نے بہت سے ہندو قومیت پسندوں کی دلچسپی اپنے جانب مبذول کی، جوخود اپنی برطانوی استعماری راج سے آزادی اور تقسیم ہند کو عرصے سے مغلوب ہندو آزادی  ہی دیکھتے تھے۔,برملا صیہونیت کی حمایت کرنے والے ہندو قوم پرست دانشور کون تھے؟,['وینائیک دمودار سورکار اور سیتا رام گوئل']
"صہیونیت کی مختلف تنظیموں اور افراد کی ایک وسیع تنوع  کی جانب سے مخالفت ہوتی ہے۔ ان مخالفین میں سے  کچھ لادین (سیکولر یا علمانی)  یہود ، یہودیت کی سابقہ سویت اتحاد کی کچھ شاخیں  ( سطمر حاسیدیت  اور  ناطوری کارتا  )، اسلامی دنیا اور فلسطین میں ہیں۔ صہیونیت کی مخالفت مختلف وجوہات کی بنا پر کی جاتی ہےجیسے : فلسطین پر قبضۂ زمین کو ناجائز جاننا اورنسلی امتیاز۔ عرب ریاستیں خاص طور پر صہیونیت کی مخالف ہیں  ، جن کا ماننا ہے کہ صہیونیت ہی 1948ء کی فلسطینی بیدخلی کی ذمہ دا ر ہے۔ افریقی  میثاق برائے انسانی اور قومی حقوق  جس کی 2014ء تک 53افریقی  ممالک نے توثیق کی ، اس کے مقدمہ میں  صہیونیت مع  استعماریت ، استعمار نوازی ، متشدد خارجی فوجی چھونیاں ،نسلی امتیاز  اور ہر قسم کے تفریق کے خاتمہ  کا عہد شامل ہے ۔Ratification Table: African Charter on Human and Peoples' Rights, African Commission on Human and Peoples' Rights, 2014",کون سی ریاستیں خاص طور پر صیہونیت کے مخالف ہیں؟,['عرب ']
"صہیونیت کی مختلف تنظیموں اور افراد کی ایک وسیع تنوع  کی جانب سے مخالفت ہوتی ہے۔ ان مخالفین میں سے  کچھ لادین (سیکولر یا علمانی)  یہود ، یہودیت کی سابقہ سویت اتحاد کی کچھ شاخیں  ( سطمر حاسیدیت  اور  ناطوری کارتا  )، اسلامی دنیا اور فلسطین میں ہیں۔ صہیونیت کی مخالفت مختلف وجوہات کی بنا پر کی جاتی ہےجیسے : فلسطین پر قبضۂ زمین کو ناجائز جاننا اورنسلی امتیاز۔ عرب ریاستیں خاص طور پر صہیونیت کی مخالف ہیں  ، جن کا ماننا ہے کہ صہیونیت ہی 1948ء کی فلسطینی بیدخلی کی ذمہ دا ر ہے۔ افریقی  میثاق برائے انسانی اور قومی حقوق  جس کی 2014ء تک 53افریقی  ممالک نے توثیق کی ، اس کے مقدمہ میں  صہیونیت مع  استعماریت ، استعمار نوازی ، متشدد خارجی فوجی چھونیاں ،نسلی امتیاز  اور ہر قسم کے تفریق کے خاتمہ  کا عہد شامل ہے ۔Ratification Table: African Charter on Human and Peoples' Rights, African Commission on Human and Peoples' Rights, 2014",عرب ریاستوں کے مطابق صیہونیت کس چیز کی ذمہ دار ہے؟,['1948ء کی فلسطینی بیدخلی']
"صہیونیت کی مختلف تنظیموں اور افراد کی ایک وسیع تنوع  کی جانب سے مخالفت ہوتی ہے۔ ان مخالفین میں سے  کچھ لادین (سیکولر یا علمانی)  یہود ، یہودیت کی سابقہ سویت اتحاد کی کچھ شاخیں  ( سطمر حاسیدیت  اور  ناطوری کارتا  )، اسلامی دنیا اور فلسطین میں ہیں۔ صہیونیت کی مخالفت مختلف وجوہات کی بنا پر کی جاتی ہےجیسے : فلسطین پر قبضۂ زمین کو ناجائز جاننا اورنسلی امتیاز۔ عرب ریاستیں خاص طور پر صہیونیت کی مخالف ہیں  ، جن کا ماننا ہے کہ صہیونیت ہی 1948ء کی فلسطینی بیدخلی کی ذمہ دا ر ہے۔ افریقی  میثاق برائے انسانی اور قومی حقوق  جس کی 2014ء تک 53افریقی  ممالک نے توثیق کی ، اس کے مقدمہ میں  صہیونیت مع  استعماریت ، استعمار نوازی ، متشدد خارجی فوجی چھونیاں ،نسلی امتیاز  اور ہر قسم کے تفریق کے خاتمہ  کا عہد شامل ہے ۔Ratification Table: African Charter on Human and Peoples' Rights, African Commission on Human and Peoples' Rights, 2014",2014 تک، انسانی اور قومی حقوق سے متعلق افریقی چارٹر، جس کی توثیق کتنے افریقی ممالک نے کی؟,['53']
کاتھولک کلیسیا کا صہیونیت کے جواب میں اولین رد عمل سخت مخالفت  میں تھا۔ 1897ء کے بازل اجتماع کے فورا ًبعد ، نیم باضابطہ کاتھولک   جسے( یسوعی تصنیف کرتے ہیں ) جریدہ  سویلیتا کاتھولکہ نے  سیاسی صہیونیت پر مسیحی شرعی   فتویٰ دیا :  ’’الناصرة کے عیسی ٰ   ؑ کی پیشنگونی کو پورا ہوئے 1827 برس مکمل ہوئے ..... (یروشلم کی تباہی کے بعد ) یہود کو تمام اقوام میں غلام بننا تھا اور انہیں آخرالزمان تک فلسطین سے باہر رہناتھا ‘‘ یہود کو فلسطین کے حاکم بنکر واپس نہیں آنے دینا چاہیے : مقدس کتابوں کے مطابق،یہود کو ہمیشہ دیگر اقوام میں منتشر اور در بدر پھرنا ہے، تاکہ نہ صرف یہ کہ وہ مقدس کتابوں اور وجود سے عیسی ؑ ٰ  کی گواہی دیں۔,کیتھولک چرچ کا صیہونیت پر پہلا ردعمل کیا تھا؟,['سخت مخالفت']
کاتھولک کلیسیا کا صہیونیت کے جواب میں اولین رد عمل سخت مخالفت  میں تھا۔ 1897ء کے بازل اجتماع کے فورا ًبعد ، نیم باضابطہ کاتھولک   جسے( یسوعی تصنیف کرتے ہیں ) جریدہ  سویلیتا کاتھولکہ نے  سیاسی صہیونیت پر مسیحی شرعی   فتویٰ دیا :  ’’الناصرة کے عیسی ٰ   ؑ کی پیشنگونی کو پورا ہوئے 1827 برس مکمل ہوئے ..... (یروشلم کی تباہی کے بعد ) یہود کو تمام اقوام میں غلام بننا تھا اور انہیں آخرالزمان تک فلسطین سے باہر رہناتھا ‘‘ یہود کو فلسطین کے حاکم بنکر واپس نہیں آنے دینا چاہیے : مقدس کتابوں کے مطابق،یہود کو ہمیشہ دیگر اقوام میں منتشر اور در بدر پھرنا ہے، تاکہ نہ صرف یہ کہ وہ مقدس کتابوں اور وجود سے عیسی ؑ ٰ  کی گواہی دیں۔,سیاسی صیہونیت پر عیسائیوں کا فتویٰ کب جاری ہوا؟,['1897ء کے بازل اجتماع کے فورا ًبعد']
کاتھولک کلیسیا کا صہیونیت کے جواب میں اولین رد عمل سخت مخالفت  میں تھا۔ 1897ء کے بازل اجتماع کے فورا ًبعد ، نیم باضابطہ کاتھولک   جسے( یسوعی تصنیف کرتے ہیں ) جریدہ  سویلیتا کاتھولکہ نے  سیاسی صہیونیت پر مسیحی شرعی   فتویٰ دیا :  ’’الناصرة کے عیسی ٰ   ؑ کی پیشنگونی کو پورا ہوئے 1827 برس مکمل ہوئے ..... (یروشلم کی تباہی کے بعد ) یہود کو تمام اقوام میں غلام بننا تھا اور انہیں آخرالزمان تک فلسطین سے باہر رہناتھا ‘‘ یہود کو فلسطین کے حاکم بنکر واپس نہیں آنے دینا چاہیے : مقدس کتابوں کے مطابق،یہود کو ہمیشہ دیگر اقوام میں منتشر اور در بدر پھرنا ہے، تاکہ نہ صرف یہ کہ وہ مقدس کتابوں اور وجود سے عیسی ؑ ٰ  کی گواہی دیں۔,عیسائیوں کے فتوے کے مطابق یروشلم کی تباہی کے بعد یہودیوں کو تمام اقوام میں غلام بننا تھا اور کیا؟,['آخرالزمان تک فلسطین سے باہر رہناتھا']
کاتھولک کلیسیا کا صہیونیت کے جواب میں اولین رد عمل سخت مخالفت  میں تھا۔ 1897ء کے بازل اجتماع کے فورا ًبعد ، نیم باضابطہ کاتھولک   جسے( یسوعی تصنیف کرتے ہیں ) جریدہ  سویلیتا کاتھولکہ نے  سیاسی صہیونیت پر مسیحی شرعی   فتویٰ دیا :  ’’الناصرة کے عیسی ٰ   ؑ کی پیشنگونی کو پورا ہوئے 1827 برس مکمل ہوئے ..... (یروشلم کی تباہی کے بعد ) یہود کو تمام اقوام میں غلام بننا تھا اور انہیں آخرالزمان تک فلسطین سے باہر رہناتھا ‘‘ یہود کو فلسطین کے حاکم بنکر واپس نہیں آنے دینا چاہیے : مقدس کتابوں کے مطابق،یہود کو ہمیشہ دیگر اقوام میں منتشر اور در بدر پھرنا ہے، تاکہ نہ صرف یہ کہ وہ مقدس کتابوں اور وجود سے عیسی ؑ ٰ  کی گواہی دیں۔,عیسائیوں کے فتوے کے مطابق یہودی کب تک فلسطین سے باہر رہیں گے؟,['آخرالزمان تک']
