input,label
 تم سب لوڑے اس وقت جمہوریت کی گانڈ میں سوئے مرے تھے جب ماں ئولنا ڈیزل کشمیر کمیٹی کا چئیرمین تھا کبھی پوچھ… ,1
 کھسرا کھسرا ہوتا ہے ,1
 کسی کتی نسل کے ہندو کی اولاد ہو تم بے غیرت تم جیسوں کو چوک پر سنگسار کرنا چاہیے جو انڈیا کے ساتھ ہو ,1
چوتڑ ہے یہ سالا,1
چوت مرائی کے کئی ہفتے ہو گئے ابھی تک ویڈیو نہیں آئی,1
براہمن کو چھوڑ کر تقریبا ساری انڈین فوج ہتھیار واپس کرنے والی ہے  ,0
بکواس جھوٹ ,0
بیغرت انسان مودی حرامی اور جن… ,1
اجے بھائی پردیسی لڑکی نےآپ کی ویڈیو پر ردعمل دیا ہے تو آپ اس کے ردعمل پر ویڈیو بنائیں,0
مہربانی کر کے فیس کیم بند کر کے گیم پلے پر دوبارہ آؤ,0
 اسی معمولی سیلیکٹیڈ نے نواز مادرچود کو لنڈ کے چوپے کروائے ہیں اور تمہاری لیڈرنی کو بھی ,1
او چولو ابھی جو کشمیر میں شہید ہو رہے وہ کہاں سے پاکستانی ہیں ؟ اگر گانڈ دکھانی تھی تو ستر سال سے نعرے کیوں مارے؟…  ,1
خطرناک والا کیا,0
 کتوں اور کنجروں کی حکومت اور گشتیاں رنڈیاں وزیر  ,1
سچ تو یہ ہے کہ ہم بولتے ہیں اور بہت بولتے ہیں اور اس کا زیادہ حصہ ایسا ہوتا ہے جسے کسی ہچکچاہٹ کے بغیر بکواس کہا جائے ,0
اے روپالی پکڑ میری ڈالی,0
بہن جی انہیں خواب میں بھی عرب ہی نظر آتے ہیں لحاظہ بکواس سنو ان کی بس ,0
میں ایسا سافٹ وئیر بنا رہا ہوں جو ان جیسے چوتیوں کے چینل بند کرے,1
 چل چل منہ بند کر ,0
سب سے اچھا حصہ پھاڑو کردا تھا آپ کا,0
منحوس انسان جب سے توں ریلوے کا وزیر بنا ہے رب سے ہی ریلوے کا برا حال ہے ,1
 دلوں میں وہ بھی رہتے ہیں جو دنیا چھوڑ جاتے ہیں  ,0
کمال ہے بھائی کمال,0
خادو لنگڑا سوراں یدا ,0
ویوز لاکھوں اور لاکھوں کمنٹس,0
مودی بھڑوا کتے اور حرامی جب بھی کشمیر میں ظلم کرے گا تیری بھارت ماتا کو تباہ کریں گے ,0
بس کر پہلے اب کیا رولائے گا,0
فصلیں تباہ ہوئیں، مویشی پیاسے مرے، ایک ایک اجتماع میں چالیس چالیس رضاکار مارے گئے، بمباریاں ہوتی رہیں، اسکول اور دف… ,0
 کتوں کے بھی حقوق ہے,0
گشتی ماں کی گندی اولاد  ,1
کیا یہ نالائقی نہیں تو اور کیا انتقامی کاروائیوں میں ملک اور غریب عوام کا بیڑا غرق کر دیا ہے ,0
گولی ماریں گے سالے کو ۔۔۔,1
فالورز بڑھانے والے ٹویٹ اور ایسی ری ٹویٹس کرنے والے مجھے ان فالو کر دیں برائے مہربانی۔ مجھے یہ بکواس نہی چاہیئے اپنی ٹائم لائن پر۔ ,0
 لعنتی شیدا کتا انڈیا سے زیادہ تم کتوں نے میڈیا کو یرغمال بنایا ہوا ہے جب کرتوت مودی جیسے ہوں تم بیغیرت ہی ہو گا ,0
فیک ٹرینڈ بنانے والے ہندؤوں کی منہ پر طمانچہ  ,0
احساس کرنا چاہیے نہ کہ بکواس ۔ ,0
 دین کو اگر بجتا تو آج نیب گرفتار کرتا کسی پھر جھوٹا الزام لگانا کہا کی انسانیت ہے ؟؟ باقی رہی بات اکتوبر…  ,0
ہائے کیری جو بھی ردعمل ہے اس پر آپ پریشان نہ ہوں یہ بہت بہترین ویوڈیو تھی اور اس میں کو غلط بات نہیں ہے,0
گندے انڈے۔ ایوب دور میں پاکستان ایشیا میں سب سے زیادہ ترقی کرنے والا ملک تھا۔,1
 تو بڑا ہی حرامی ہےسچ میں بہن چود  ,1
ایک غریب عورت نے فردوس عاشق اعوان کو جوتا گفٹ میں دے دیا ۔ زیادہ ب… ,0
چوتڑ میں چل مچ گئی میں تیری بات مان کے مٹھ مار لوں گا,1
یوٹیوب ایکس میں جا کر ماں چدوا,1
لگتا ہے حرامی ہندووں تم اپنے باپ ٹیپو سلطان کو بھول چکے ہو جس کے آنے سے تمہاری ماوں کے بچے گر جایا کرتے تھے ,0
بھائی بگ باس پر بھی بناؤ,0
ہاہاہاہاہاہاہ بھائی آپ نے تو اس شامو کی گانڈ پھاڑ دی,1
یا اللہ پاکستان کو ایسا لیڈر عطا کر جو جہاد کے جزبے سے سرشار ہو ۔جو مظلوم کشمیری مسلمانوں کو آزاد کروا سکے ۔ ,0
 مىں تىرى بهن کا ىار هوں تىرى ماں کا ٹھوکوں هوں مادر چود ,1
 بکواس بند کر حرامی کتے ,1
کھسرا ہے شام ادریس بہن چود,1
 ڈیل پوئ کہ ارسطو کی گانڈ مودی مارے گا جبکہ مریم یم یم روایتی طور پر قطری کو پیش کی جائے گی,1
ان ڈاکٹروں کی گانڈ ماری جانی چاہیے جو کہ رہے تھے کہ فریال تالپر بہت بیمار ھے  ,1
بھائی اجے وکی پیڈیا کے صفحہ پر اپکی بے عزتی ہو گئی ہے ذرا پڑھ کر دیکھ,0
پرنٹ الیکٹرونک میڈیا پی ٹی آئ کراچی کے کوآرڈینیٹر عزیر اے صدیقی کے گھر میں چوری کا واقعہ بہت ہی افسوس ناک ہے ,0
ابے بے غیرت حرامی اولاد تمہاری بہن کے لئے ہجڑا ذلیل ہورہا ہے اور تم تماشا دیکھ رہے ہو دیکھنے سے یاد آیا گیراج میں دی,1
اب حالت یہ ھے کہ انڈیا پاکستان سے براہراست جنگ کرتا ھے تب بھی تباہ ھوتا ھے اگر جنگ نہیں کرتا تو کشمیر کو کنٹرول نہی… ,0
